row_index,mixed_classical_selected,mixed_balanced_selected,mixed_balanced_k2,mixed_balanced_k3,mixed_balanced_k4
2216,1,2,1,0,3
2217,1,3,0,1,1
2218,1,1,0,1,0
2219,0,0,1,2,2
2220,1,3,0,1,1
2221,0,0,1,2,2
2222,1,1,0,1,0
2223,1,2,1,0,3
2224,1,1,0,1,0
2225,0,0,1,2,2
2226,1,2,1,0,3
2227,1,2,1,0,3
2228,0,0,1,2,2
2229,0,0,1,2,2
2230,1,1,0,1,0
2231,0,0,1,2,2
2232,1,2,1,0,3
2233,1,2,1,0,3
2234,0,0,1,2,2
2235,1,1,0,1,0
2236,1,2,1,0,3
2237,1,3,0,1,1
2238,1,2,1,0,3
2239,1,2,1,0,3
2240,1,2,1,0,3
2241,1,2,1,0,3
2242,1,2,1,0,3
2243,1,2,1,0,3
2244,1,1,0,1,0
2245,1,2,1,0,3
2246,0,0,1,2,2
2247,0,0,1,2,2
2248,1,1,0,1,0
2249,1,3,0,1,1
2250,1,1,0,1,0
2251,1,2,1,0,3
2252,1,3,0,1,1
2253,1,2,1,0,3
2254,1,3,0,1,1
2255,1,1,0,1,0
2256,1,2,1,0,3
2257,1,3,0,1,1
2258,0,0,1,2,2
2259,1,2,1,0,3
2260,1,1,0,1,0
2261,1,1,0,1,0
2262,1,1,0,1,0
2263,0,0,1,2,2
2264,1,2,1,0,3
2265,0,0,1,2,2
2266,1,1,0,1,0
2267,1,1,0,1,0
2268,1,2,1,0,3
2269,1,2,1,0,3
2270,0,0,1,2,2
2271,1,2,1,0,3
2272,1,2,1,0,3
2273,1,1,0,1,0
2274,0,0,1,2,2
2275,1,2,1,0,3
2276,0,0,1,2,2
2277,1,2,1,0,3
2278,1,1,0,1,0
2279,1,2,1,0,3
2280,0,0,1,2,2
2281,1,2,1,0,3
2282,1,1,0,1,0
2283,1,2,1,0,3
2284,1,1,0,1,0
2285,0,0,1,2,2
2286,1,2,1,0,3
2287,1,1,0,1,0
2288,1,1,0,1,0
2289,1,1,0,1,0
2290,1,1,0,1,0
2291,1,2,1,0,3
2292,1,1,0,1,0
2293,0,0,1,2,2
2294,1,1,0,1,0
2295,0,0,1,2,2
2296,1,2,1,0,3
2297,0,0,1,2,2
2298,1,1,0,1,0
2299,1,3,0,1,1
2300,1,1,0,1,0
2301,1,2,1,0,3
2302,1,1,0,1,0
2303,0,0,1,2,2
2304,0,0,1,2,2
2305,1,2,1,0,3
2306,0,0,1,2,2
2307,1,1,0,1,0
2308,1,3,0,1,1
2309,1,1,0,1,0
2310,0,0,1,2,2
2311,1,2,1,0,3
2312,0,0,1,2,2
2313,1,2,1,0,3
2314,1,1,0,1,0
2315,1,1,0,1,0
2316,0,0,1,2,2
2317,1,2,1,0,3
2318,1,1,0,1,0
2319,1,2,1,0,3
2320,0,0,1,2,2
2321,1,2,1,0,3
2322,0,0,1,2,2
2323,0,0,1,2,2
2324,0,0,1,2,2
2325,1,2,1,0,3
2326,0,0,1,2,2
2327,1,2,1,0,3
2328,1,2,1,0,3
2329,0,0,1,2,2
2330,1,1,0,1,0
2331,1,1,0,1,0
2332,1,1,0,1,0
2333,1,2,1,0,3
2334,0,0,1,2,2
2335,0,0,1,2,2
2336,0,0,1,2,2
2337,1,2,1,0,3
2338,0,0,1,2,2
2339,1,3,0,1,1
2340,1,1,0,1,0
2341,0,0,1,2,2
2342,0,0,1,2,2
2343,1,2,1,0,3
2344,1,1,0,1,0
2345,0,0,1,2,2
2346,1,1,0,1,0
2347,1,1,0,1,0
2348,1,3,0,1,1
2349,1,1,0,1,0
2350,0,0,1,2,2
2351,1,2,1,0,3
2352,1,1,0,1,0
2353,1,3,0,1,1
2354,1,1,0,1,0
2355,1,1,0,1,0
2356,1,3,0,1,1
2357,0,0,1,2,2
2358,1,2,1,0,3
2359,0,0,1,2,2
2360,1,1,0,1,0
2361,1,2,1,0,3
2362,0,0,1,2,2
2363,1,1,0,1,0
2364,1,3,0,1,1
2365,1,1,0,1,0
2366,1,2,1,0,3
2367,0,0,1,2,2
2368,1,2,1,0,3
2369,1,2,1,0,3
2370,1,2,1,0,3
2371,0,0,1,2,2
2372,1,1,0,1,0
2373,0,0,1,2,2
2374,0,0,1,2,2
2375,1,3,0,1,1
2376,1,1,0,1,0
2377,1,3,0,1,1
2378,0,0,1,2,2
2379,0,0,1,2,2
2380,1,2,1,0,3
2381,1,1,0,1,0
2382,1,2,1,0,3
2383,1,2,1,0,3
2384,0,0,1,2,2
2385,0,0,1,2,2
2386,1,1,0,1,0
2387,1,1,0,1,0
2388,1,2,1,0,3
2389,1,2,1,0,3
2390,1,1,0,1,0
2391,1,1,0,1,0
2392,1,2,1,0,3
2393,1,1,0,1,0
2394,1,1,0,1,0
2395,0,0,1,2,2
2396,1,2,1,0,3
2397,1,3,0,1,1
2398,1,2,1,0,3
2399,0,0,1,2,2
2400,0,0,1,2,2
2401,1,2,1,0,3
2402,0,0,1,2,2
2403,1,1,0,1,0
2404,1,1,0,1,0
2405,0,0,1,2,2
2406,1,2,1,0,3
2407,1,1,0,1,0
2408,1,2,1,0,3
2409,1,1,0,1,0
2410,0,0,1,2,2
2411,1,2,1,0,3
2412,0,0,1,2,2
2413,1,3,0,1,1
2414,1,2,1,0,3
2415,1,1,0,1,0
2416,1,3,0,1,1
2417,0,0,1,2,2
2418,0,0,1,2,2
2419,1,2,1,0,3
2420,1,3,0,1,1
2421,0,0,1,2,2
2422,1,2,1,0,3
2423,1,1,0,1,0
2424,0,0,1,2,2
2425,0,0,1,2,2
2426,1,2,1,0,3
2427,1,2,1,0,3
2428,1,2,1,0,3
2429,0,0,1,2,2
2430,0,0,1,2,2
2431,1,2,1,0,3
2432,1,2,1,0,3
2433,1,1,0,1,0
2434,0,0,1,2,2
2435,1,1,0,1,0
2436,1,2,1,0,3
2437,1,2,1,0,3
2438,1,2,1,0,3
2439,0,0,1,2,2
2440,1,3,0,1,1
2441,1,1,0,1,0
2442,1,1,0,1,0
2443,0,0,1,2,2
2444,0,0,1,2,2
2445,0,0,1,2,2
2446,0,0,1,2,2
2447,1,3,0,1,1
2448,1,2,1,0,3
2449,1,1,0,1,0
2450,1,3,0,1,1
2451,1,2,1,0,3
2452,1,1,0,1,0
2453,0,0,1,2,2
2454,1,2,1,0,3
2455,0,0,1,2,2
2456,1,2,1,0,3
2457,0,0,1,2,2
2458,1,3,0,1,1
2459,1,2,1,0,3
2460,0,0,1,2,2
2461,1,2,1,0,3
2462,0,0,1,2,2
2463,0,0,1,2,2
2464,0,0,1,2,2
2465,1,2,1,0,3
2466,1,1,0,1,0
2467,0,0,1,2,2
2468,1,1,0,1,0
2469,1,3,0,1,1
2470,0,0,1,2,2
2471,0,0,1,2,2
2472,1,2,1,0,3
2473,1,1,0,1,0
2474,0,0,1,2,2
2475,1,3,0,1,1
2476,0,0,1,2,2
2477,0,0,1,2,2
2478,1,2,1,0,3
2479,1,2,1,0,3
2480,0,0,1,2,2
2481,0,0,1,2,2
2482,1,2,1,0,3
2483,1,2,1,0,3
2484,0,0,1,2,2
2485,1,2,1,0,3
2486,1,1,0,1,0
2487,1,2,1,0,3
2488,1,2,1,0,3
2489,1,1,0,1,0
2490,0,0,1,2,2
2491,1,1,0,1,0
2492,1,3,0,1,1
2493,1,2,1,0,3
2494,1,3,0,1,1
2495,1,3,0,1,1
2496,0,0,1,2,2
2497,1,1,0,1,0
2498,1,2,1,0,3
2499,1,3,0,1,1
2500,0,0,1,2,2
2501,1,2,1,0,3
2502,0,0,1,2,2
2503,0,0,1,2,2
2504,1,3,0,1,1
2505,0,0,1,2,2
2506,0,0,1,2,2
2507,1,2,1,0,3
2508,0,0,1,2,2
2509,0,0,1,2,2
2510,0,0,1,2,2
2511,1,1,0,1,0
2512,0,0,1,2,2
2513,1,1,0,1,0
2514,1,3,0,1,1
2515,1,2,1,0,3
2516,1,2,1,0,3
2517,1,1,0,1,0
2518,1,2,1,0,3
2519,1,1,0,1,0
2520,1,1,0,1,0
2521,1,1,0,1,0
2522,0,0,1,2,2
2523,0,0,1,2,2
2524,1,2,1,0,3
2525,0,0,1,2,2
2526,1,2,1,0,3
2527,1,2,1,0,3
2528,1,2,1,0,3
2529,0,0,1,2,2
2530,1,2,1,0,3
2531,1,2,1,0,3
2532,1,2,1,0,3
2533,1,3,0,1,1
2534,1,2,1,0,3
2535,1,2,1,0,3
2536,1,1,0,1,0
2537,1,3,0,1,1
2538,1,2,1,0,3
2539,1,1,0,1,0
2540,1,2,1,0,3
2541,1,2,1,0,3
2542,0,0,1,2,2
2543,1,1,0,1,0
2544,1,2,1,0,3
2545,1,3,0,1,1
2546,1,3,0,1,1
2547,1,2,1,0,3
2548,1,3,0,1,1
2549,1,2,1,0,3
2550,0,0,1,2,2
2551,1,1,0,1,0
2552,1,1,0,1,0
2553,1,1,0,1,0
2554,1,2,1,0,3
2555,1,2,1,0,3
2556,1,3,0,1,1
2557,1,1,0,1,0
2558,0,0,1,2,2
2559,1,1,0,1,0
2560,1,2,1,0,3
2561,1,1,0,1,0
2562,0,0,1,2,2
2563,1,1,0,1,0
2564,1,2,1,0,3
2565,1,3,0,1,1
2566,1,2,1,0,3
2567,1,2,1,0,3
2568,1,2,1,0,3
2569,1,2,1,0,3
2570,1,1,0,1,0
2571,1,2,1,0,3
2572,1,1,0,1,0
2573,0,0,1,2,2
2574,0,0,1,2,2
2575,0,0,1,2,2
2576,0,0,1,2,2
2577,1,2,1,0,3
2578,1,3,0,1,1
2579,1,2,1,0,3
2580,1,2,1,0,3
2581,0,0,1,2,2
2582,0,0,1,2,2
2583,0,0,1,2,2
2584,1,2,1,0,3
2585,1,2,1,0,3
2586,1,3,0,1,1
2587,1,1,0,1,0
2588,1,2,1,0,3
2589,0,0,1,2,2
2590,1,3,0,1,1
2591,1,2,1,0,3
2592,1,3,0,1,1
2593,1,1,0,1,0
2594,0,0,1,2,2
2595,1,3,0,1,1
2596,1,3,0,1,1
2597,1,1,0,1,0
2598,1,1,0,1,0
2599,1,3,0,1,1
2600,0,0,1,2,2
2601,1,2,1,0,3
2602,1,2,1,0,3
2603,1,1,0,1,0
2604,1,2,1,0,3
2605,1,3,0,1,1
2606,1,2,1,0,3
2607,1,2,1,0,3
2608,1,1,0,1,0
2609,1,1,0,1,0
2610,0,0,1,2,2
2611,1,3,0,1,1
2612,1,3,0,1,1
2613,0,0,1,2,2
2614,1,3,0,1,1
2615,0,0,1,2,2
2616,1,3,0,1,1
2617,1,2,1,0,3
2618,0,0,1,2,2
2619,1,2,1,0,3
2620,1,1,0,1,0
2621,1,1,0,1,0
2622,1,2,1,0,3
2623,1,2,1,0,3
2624,0,0,1,2,2
2625,0,0,1,2,2
2626,1,2,1,0,3
2627,1,1,0,1,0
2628,1,1,0,1,0
2629,0,0,1,2,2
2630,1,3,0,1,1
2631,1,1,0,1,0
2632,1,1,0,1,0
2633,1,3,0,1,1
2634,1,2,1,0,3
2635,1,2,1,0,3
2636,0,0,1,2,2
2637,0,0,1,2,2
2638,0,0,1,2,2
2639,0,0,1,2,2
2640,1,1,0,1,0
2641,0,0,1,2,2
2642,1,1,0,1,0
2643,1,2,1,0,3
2644,1,1,0,1,0
2645,1,2,1,0,3
2646,1,1,0,1,0
2647,1,1,0,1,0
2648,1,3,0,1,1
2649,1,1,0,1,0
2650,1,2,1,0,3
2651,0,0,1,2,2
2652,1,1,0,1,0
2653,0,0,1,2,2
2654,1,2,1,0,3
2655,1,1,0,1,0
2656,1,1,0,1,0
2657,1,1,0,1,0
2658,1,1,0,1,0
2659,1,2,1,0,3
2660,0,0,1,2,2
2661,1,2,1,0,3
2662,1,2,1,0,3
2663,1,2,1,0,3
2664,1,1,0,1,0
2665,1,1,0,1,0
2666,1,2,1,0,3
2667,1,2,1,0,3
2668,0,0,1,2,2
2669,0,0,1,2,2
2670,1,1,0,1,0
2671,1,2,1,0,3
2672,1,2,1,0,3
2673,1,2,1,0,3
2674,0,0,1,2,2
2675,1,3,0,1,1
2676,1,2,1,0,3
2677,1,3,0,1,1
2678,1,2,1,0,3
2679,1,3,0,1,1
2680,1,1,0,1,0
2681,1,3,0,1,1
2682,1,1,0,1,0
2683,0,0,1,2,2
2684,1,2,1,0,3
2685,1,1,0,1,0
2686,1,3,0,1,1
2687,1,1,0,1,0
2688,1,1,0,1,0
2689,1,3,0,1,1
2690,1,2,1,0,3
2691,1,2,1,0,3
2692,1,1,0,1,0
2693,1,2,1,0,3
2694,1,1,0,1,0
2695,1,2,1,0,3
2696,1,2,1,0,3
2697,1,1,0,1,0
2698,1,2,1,0,3
2699,1,2,1,0,3
2700,1,1,0,1,0
2701,0,0,1,2,2
2702,1,1,0,1,0
2703,1,1,0,1,0
2704,1,2,1,0,3
2705,0,0,1,2,2
2706,0,0,1,2,2
2707,1,2,1,0,3
2708,1,3,0,1,1
2709,1,2,1,0,3
2710,0,0,1,2,2
2711,1,1,0,1,0
2712,1,1,0,1,0
2713,1,2,1,0,3
2714,1,2,1,0,3
2715,1,1,0,1,0
2716,1,1,0,1,0
2717,1,2,1,0,3
2718,1,2,1,0,3
2719,1,2,1,0,3
2720,0,0,1,2,2
2721,1,1,0,1,0
2722,0,0,1,2,2
2723,1,2,1,0,3
2724,1,1,0,1,0
2725,1,2,1,0,3
2726,1,2,1,0,3
2727,0,0,1,2,2
2728,0,0,1,2,2
2729,1,1,0,1,0
2730,1,1,0,1,0
2731,1,1,0,1,0
2732,1,1,0,1,0
2733,1,3,0,1,1
2734,1,1,0,1,0
2735,1,1,0,1,0
2736,1,2,1,0,3
2737,1,2,1,0,3
2738,1,2,1,0,3
2739,1,2,1,0,3
2740,1,1,0,1,0
2741,0,0,1,2,2
2742,1,2,1,0,3
2743,0,0,1,2,2
2744,1,3,0,1,1
2745,1,2,1,0,3
2746,1,2,1,0,3
2747,1,1,0,1,0
2748,1,2,1,0,3
2749,1,2,1,0,3
2750,1,2,1,0,3
2751,1,1,0,1,0
2752,0,0,1,2,2
2753,1,3,0,1,1
2754,1,3,0,1,1
2755,1,1,0,1,0
2756,0,0,1,2,2
2757,0,0,1,2,2
2758,0,0,1,2,2
2759,0,0,1,2,2
2760,0,0,1,2,2
2761,0,0,1,2,2
2762,0,0,1,2,2
2763,1,1,0,1,0
2764,1,2,1,0,3
2765,1,3,0,1,1
2766,1,3,0,1,1
2767,0,0,1,2,2
2768,1,2,1,0,3
2769,1,2,1,0,3
2770,1,2,1,0,3
2771,0,0,1,2,2
2772,0,0,1,2,2
2773,1,1,0,1,0
2774,1,3,0,1,1
2775,1,1,0,1,0
2776,1,1,0,1,0
2777,1,1,0,1,0
2778,1,3,0,1,1
2779,1,2,1,0,3
2780,1,1,0,1,0
2781,1,2,1,0,3
2782,1,1,0,1,0
2783,1,3,0,1,1
2784,1,2,1,0,3
2785,0,0,1,2,2
2786,1,2,1,0,3
2787,0,0,1,2,2
2788,0,0,1,2,2
2789,0,0,1,2,2
2790,1,3,0,1,1
2791,1,2,1,0,3
2792,1,2,1,0,3
2793,1,2,1,0,3
2794,1,2,1,0,3
2795,1,2,1,0,3
2796,1,1,0,1,0
2797,0,0,1,2,2
2798,1,2,1,0,3
2799,0,0,1,2,2
2800,1,1,0,1,0
2801,1,1,0,1,0
2802,1,1,0,1,0
2803,1,2,1,0,3
2804,1,3,0,1,1
2805,1,2,1,0,3
2806,0,0,1,2,2
2807,1,1,0,1,0
2808,1,3,0,1,1
2809,1,2,1,0,3
2810,1,1,0,1,0
2811,0,0,1,2,2
2812,1,1,0,1,0
2813,0,0,1,2,2
2814,1,2,1,0,3
2815,1,3,0,1,1
2816,1,2,1,0,3
2817,0,0,1,2,2
2818,1,2,1,0,3
2819,1,2,1,0,3
2820,1,3,0,1,1
2821,1,3,0,1,1
2822,1,3,0,1,1
2823,1,3,0,1,1
2824,1,1,0,1,0
2825,1,1,0,1,0
2826,1,2,1,0,3
2827,0,0,1,2,2
2828,1,1,0,1,0
2829,0,0,1,2,2
2830,0,0,1,2,2
2831,1,2,1,0,3
2832,1,2,1,0,3
2833,0,0,1,2,2
2834,1,1,0,1,0
2835,1,2,1,0,3
2836,0,0,1,2,2
2837,0,0,1,2,2
2838,1,3,0,1,1
2839,1,2,1,0,3
2840,0,0,1,2,2
2841,1,3,0,1,1
2842,1,1,0,1,0
2843,1,2,1,0,3
2844,1,2,1,0,3
2845,1,2,1,0,3
2846,0,0,1,2,2
2847,1,2,1,0,3
2848,0,0,1,2,2
2849,1,2,1,0,3
2850,0,0,1,2,2
2851,0,0,1,2,2
2852,1,2,1,0,3
2853,1,1,0,1,0
2854,1,2,1,0,3
2855,1,3,0,1,1
2856,1,1,0,1,0
2857,1,3,0,1,1
2858,1,3,0,1,1
2859,1,2,1,0,3
2860,1,1,0,1,0
2861,1,2,1,0,3
2862,0,0,1,2,2
2863,1,3,0,1,1
2864,1,1,0,1,0
2865,1,1,0,1,0
2866,0,0,1,2,2
2867,1,1,0,1,0
2868,0,0,1,2,2
2869,1,2,1,0,3
2870,1,3,0,1,1
2871,0,0,1,2,2
2872,1,1,0,1,0
2873,0,0,1,2,2
2874,0,2,1,0,3
2875,0,0,1,2,2
2876,1,3,0,1,1
2877,1,1,0,1,0
2878,1,3,0,1,1
2879,0,0,1,2,2
2880,1,1,0,1,0
2881,1,3,0,1,1
2882,1,2,1,0,3
2883,1,3,0,1,1
2884,0,0,1,2,2
2885,1,2,1,0,3
2886,1,3,0,1,1
2887,1,1,0,1,0
2888,0,0,1,2,2
2889,1,3,0,1,1
2890,0,0,1,2,2
2891,1,1,0,1,0
2892,1,1,0,1,0
2893,1,2,1,0,3
2894,1,2,1,0,3
2895,1,1,0,1,0
2896,1,3,0,1,1
2897,1,2,1,0,3
2898,1,1,0,1,0
2899,1,1,0,1,0
2900,1,2,1,0,3
2901,1,1,0,1,0
2902,1,1,0,1,0
2903,0,0,1,2,2
2904,1,3,0,1,1
2905,0,0,1,2,2
2906,1,2,1,0,3
2907,1,1,0,1,0
2908,1,3,0,1,1
2909,0,0,1,2,2
2910,1,3,0,1,1
2911,0,0,1,2,2
2912,0,0,1,2,2
2913,1,1,0,1,0
2914,1,1,0,1,0
2915,1,1,0,1,0
2916,1,1,0,1,0
2917,1,3,0,1,1
2918,1,1,0,1,0
2919,1,1,0,1,0
2920,1,3,0,1,1
2921,0,0,1,2,2
2922,1,2,1,0,3
2923,1,3,0,1,1
2924,0,0,1,2,2
2925,1,2,1,0,3
2926,1,1,0,1,0
2927,1,3,0,1,1
2928,1,3,0,1,1
2929,1,2,1,0,3
2930,0,0,1,2,2
2931,0,0,1,2,2
2932,1,2,1,0,3
2933,0,0,1,2,2
2934,1,1,0,1,0
2935,0,0,1,2,2
2936,1,2,1,0,3
2937,1,1,0,1,0
2938,1,3,0,1,1
2939,0,0,1,2,2
2940,1,2,1,0,3
2941,0,0,1,2,2
2942,1,1,0,1,0
2943,1,3,0,1,1
2944,0,0,1,2,2
2945,0,0,1,2,2
2946,1,1,0,1,0
2947,1,1,0,1,0
2948,1,2,1,0,3
2949,1,2,1,0,3
2950,1,3,0,1,1
2951,1,3,0,1,1
2952,0,0,1,2,2
2953,0,0,1,2,2
2954,1,2,1,0,3
2955,1,2,1,0,3
2956,1,1,0,1,0
2957,1,1,0,1,0
2958,1,2,1,0,3
2959,1,1,0,1,0
2960,0,0,1,2,2
2961,1,1,0,1,0
2962,1,2,1,0,3
2963,0,0,1,2,2
2964,1,2,1,0,3
2965,0,0,1,2,2
2966,0,0,1,2,2
2967,0,0,1,2,2
2968,0,0,1,2,2
2969,1,3,0,1,1
2970,1,2,1,0,3
2971,1,1,0,1,0
2972,1,1,0,1,0
2973,1,1,0,1,0
2974,1,1,0,1,0
2975,1,2,1,0,3
2976,1,1,0,1,0
2977,0,0,1,2,2
2978,1,2,1,0,3
2979,0,0,1,2,2
2980,1,3,0,1,1
2981,1,2,1,0,3
2982,1,2,1,0,3
2983,1,3,0,1,1
2984,1,3,0,1,1
2985,1,2,1,0,3
2986,1,1,0,1,0
2987,1,3,0,1,1
2988,1,1,0,1,0
2989,0,0,1,2,2
2990,1,1,0,1,0
2991,1,1,0,1,0
2992,1,1,0,1,0
2993,1,2,1,0,3
2994,1,1,0,1,0
2995,1,1,0,1,0
2996,1,3,0,1,1
2997,1,3,0,1,1
2998,0,0,1,2,2
2999,1,2,1,0,3
3000,1,1,0,1,0
3001,1,1,0,1,0
3002,0,0,1,2,2
3003,0,0,1,2,2
3004,1,2,1,0,3
3005,1,1,0,1,0
3006,0,0,1,2,2
3007,1,1,0,1,0
3008,1,3,0,1,1
3009,0,0,1,2,2
3010,1,2,1,0,3
3011,1,2,1,0,3
3012,1,2,1,0,3
3013,1,3,0,1,1
3014,1,1,0,1,0
3015,1,2,1,0,3
3016,1,3,0,1,1
3017,1,2,1,0,3
3018,1,3,0,1,1
3019,1,1,0,1,0
3020,1,1,0,1,0
3021,0,0,1,2,2
3022,1,1,0,1,0
3023,1,1,0,1,0
3024,1,2,1,0,3
3025,1,2,1,0,3
3026,1,2,1,0,3
3027,0,0,1,2,2
3028,1,1,0,1,0
3029,1,2,1,0,3
3030,0,0,1,2,2
3031,1,2,1,0,3
3032,0,0,1,2,2
3033,1,1,0,1,0
3034,0,0,1,2,2
3035,0,0,1,2,2
3036,1,1,0,1,0
3037,1,2,1,0,3
3038,0,0,1,2,2
3039,1,2,1,0,3
3040,1,1,0,1,0
3041,0,0,1,2,2
3042,0,0,1,2,2
3043,0,0,1,2,2
3044,1,2,1,0,3
3045,1,2,1,0,3
3046,1,1,0,1,0
3047,1,1,0,1,0
3048,1,1,0,1,0
3049,0,0,1,2,2
3050,1,2,1,0,3
3051,1,1,0,1,0
3052,0,0,1,2,2
3053,0,0,1,2,2
3054,1,1,0,1,0
3055,0,0,1,2,2
3056,1,1,0,1,0
3057,1,3,0,1,1
3058,0,0,1,2,2
3059,1,2,1,0,3
3060,1,1,0,1,0
3061,1,2,1,0,3
3062,1,2,1,0,3
3063,1,2,1,0,3
3064,1,1,0,1,0
3065,0,0,1,2,2
3066,1,1,0,1,0
3067,0,0,1,2,2
3068,1,2,1,0,3
3069,0,0,1,2,2
3070,1,2,1,0,3
3071,0,0,1,2,2
3072,1,2,1,0,3
3073,1,1,0,1,0
3074,1,2,1,0,3
3075,1,3,0,1,1
3076,1,3,0,1,1
3077,1,1,0,1,0
3078,1,1,0,1,0
3079,1,2,1,0,3
3080,1,1,0,1,0
3081,0,0,1,2,2
3082,1,2,1,0,3
3083,1,2,1,0,3
3084,0,0,1,2,2
3085,1,2,1,0,3
3086,1,1,0,1,0
3087,1,2,1,0,3
3088,1,2,1,0,3
3089,1,1,0,1,0
3090,1,1,0,1,0
3091,1,2,1,0,3
3092,0,0,1,2,2
3093,1,3,0,1,1
3094,1,2,1,0,3
3095,1,2,1,0,3
3096,0,0,1,2,2
3097,1,2,1,0,3
3098,1,1,0,1,0
3099,0,0,1,2,2
3100,0,0,1,2,2
3101,1,2,1,0,3
3102,0,0,1,2,2
3103,0,0,1,2,2
3104,0,0,1,2,2
3105,1,3,0,1,1
3106,1,1,0,1,0
3107,0,0,1,2,2
3108,0,0,1,2,2
3109,0,0,1,2,2
3110,1,1,0,1,0
3111,1,2,1,0,3
3112,1,1,0,1,0
3113,1,2,1,0,3
3114,1,1,0,1,0
3115,1,2,1,0,3
3116,1,2,1,0,3
3117,0,0,1,2,2
3118,1,3,0,1,1
3119,1,1,0,1,0
3120,1,1,0,1,0
3121,1,2,1,0,3
3122,1,2,1,0,3
3123,0,0,1,2,2
3124,1,2,1,0,3
3125,1,2,1,0,3
3126,1,1,0,1,0
3127,1,2,1,0,3
3128,1,2,1,0,3
3129,1,1,0,1,0
3130,1,2,1,0,3
3131,1,1,0,1,0
3132,1,1,0,1,0
3133,0,0,1,2,2
3134,1,2,1,0,3
3135,0,0,1,2,2
3136,1,2,1,0,3
3137,1,1,0,1,0
3138,1,3,0,1,1
3139,1,3,0,1,1
3140,1,1,0,1,0
3141,1,2,1,0,3
3142,1,2,1,0,3
3143,1,3,0,1,1
3144,0,0,1,2,2
3145,0,0,1,2,2
3146,1,3,0,1,1
3147,0,0,1,2,2
3148,1,1,0,1,0
3149,1,1,0,1,0
3150,0,0,1,2,2
3151,1,2,1,0,3
3152,1,1,0,1,0
3153,1,1,0,1,0
3154,0,0,1,2,2
3155,1,3,0,1,1
3156,1,1,0,1,0
3157,1,2,1,0,3
3158,1,3,0,1,1
3159,1,3,0,1,1
3160,0,0,1,2,2
3161,1,2,1,0,3
3162,0,0,1,2,2
3163,1,1,0,1,0
3164,1,2,1,0,3
3165,1,1,0,1,0
3166,1,2,1,0,3
3167,1,2,1,0,3
3168,1,3,0,1,1
3169,1,2,1,0,3
3170,1,1,0,1,0
3171,1,1,0,1,0
3172,1,2,1,0,3
3173,1,1,0,1,0
3174,1,1,0,1,0
3175,1,1,0,1,0
3176,1,2,1,0,3
3177,1,3,0,1,1
3178,1,2,1,0,3
3179,0,0,1,2,2
3180,0,0,1,2,2
3181,1,1,0,1,0
3182,1,2,1,0,3
3183,0,0,1,2,2
3184,1,2,1,0,3
3185,1,1,0,1,0
3186,0,0,1,2,2
3187,1,1,0,1,0
3188,0,0,1,2,2
3189,1,2,1,0,3
3190,1,3,0,1,1
3191,1,1,0,1,0
3192,1,1,0,1,0
3193,0,0,1,2,2
3194,0,0,1,2,2
3195,0,0,1,2,2
3196,0,0,1,2,2
3197,1,3,0,1,1
3198,1,1,0,1,0
3199,0,0,1,2,2
3200,0,0,1,2,2
3201,0,0,1,2,2
3202,1,2,1,0,3
3203,0,0,1,2,2
3204,1,1,0,1,0
3205,0,0,1,2,2
3206,0,0,1,2,2
3207,0,0,1,2,2
3208,1,1,0,1,0
3209,1,3,0,1,1
3210,0,0,1,2,2
3211,1,2,1,0,3
3212,0,0,1,2,2
3213,1,3,0,1,1
3214,1,2,1,0,3
3215,0,0,1,2,2
3216,1,1,0,1,0
3217,1,2,1,0,3
3218,1,2,1,0,3
3219,1,2,1,0,3
3220,0,0,1,2,2
3221,1,2,1,0,3
3222,1,3,0,1,1
3223,1,2,1,0,3
3224,1,2,1,0,3
3225,1,1,0,1,0
3226,1,2,1,0,3
3227,1,1,0,1,0
3228,1,2,1,0,3
3229,0,0,1,2,2
3230,1,2,1,0,3
3231,1,2,1,0,3
3232,1,3,0,1,1
3233,1,2,1,0,3
3234,1,2,1,0,3
3235,1,2,1,0,3
3236,1,2,1,0,3
3237,1,2,1,0,3
3238,0,0,1,2,2
3239,1,2,1,0,3
3240,0,0,1,2,2
3241,1,2,1,0,3
3242,0,0,1,2,2
3243,1,1,0,1,0
3244,1,3,0,1,1
3245,1,2,1,0,3
3246,1,1,0,1,0
3247,0,0,1,2,2
3248,1,1,0,1,0
3249,1,3,0,1,1
3250,1,2,1,0,3
3251,0,0,1,2,2
3252,1,1,0,1,0
3253,1,2,1,0,3
3254,1,2,1,0,3
3255,0,0,1,2,2
3256,0,0,1,2,2
3257,1,3,0,1,1
3258,1,2,1,0,3
3259,1,3,0,1,1
3260,1,3,0,1,1
3261,1,1,0,1,0
3262,1,2,1,0,3
3263,1,1,0,1,0
3264,1,2,1,0,3
3265,1,1,0,1,0
3266,1,1,0,1,0
3267,1,1,0,1,0
3268,1,2,1,0,3
3269,0,0,1,2,2
3270,1,2,1,0,3
3271,0,0,1,2,2
3272,1,2,1,0,3
3273,1,3,0,1,1
3274,0,0,1,2,2
3275,1,1,0,1,0
3276,0,0,1,2,2
3277,1,2,1,0,3
3278,1,3,0,1,1
3279,1,1,0,1,0
3280,1,2,1,0,3
3281,1,2,1,0,3
3282,1,1,0,1,0
3283,1,2,1,0,3
3284,1,1,0,1,0
3285,1,2,1,0,3
3286,1,3,0,1,1
3287,1,1,0,1,0
