dimensionality,subspace,bins,support,support_fraction,region
2,"D76,D844","0,0",2621,0.6987470007997867,0 <= D76 < 0.0929903 AND 0 <= D844 < 0.1
2,"D108,D687","0,0",2621,0.6987470007997867,0 <= D108 < 0.1 AND 0 <= D687 < 0.05
2,"D109,D624","0,0",2621,0.6987470007997867,0 <= D109 < 0.0833333 AND 0 <= D624 < 0.1
2,"D119,D143","0,0",2621,0.6987470007997867,0 <= D119 < 0.1 AND 0 <= D143 < 0.1
2,"D119,D697","0,0",2621,0.6987470007997867,0 <= D119 < 0.1 AND 0 <= D697 < 0.1
2,"D158,D699","0,0",2621,0.6987470007997867,0 <= D158 < 0.1 AND 0 <= D699 < 0.1
2,"D195,D686","0,0",2621,0.6987470007997867,0 <= D195 < 0.0998499 AND 0 <= D686 < 0.1
2,"D195,D748","0,0",2621,0.6987470007997867,0 <= D195 < 0.0998499 AND 0 <= D748 < 0.1
2,"D360,D469","0,0",2621,0.6987470007997867,0 <= D360 < 0.1 AND 0 <= D469 < 0.1
2,"D597,D842","0,0",2621,0.6987470007997867,0 <= D597 < 0.1 AND 0 <= D842 < 0.1
2,"D24,D595","0,0",2620,0.6984804052252732,0 <= D24 < 0.1 AND 0 <= D595 < 0.09
2,"D24,D674","0,0",2620,0.6984804052252732,0 <= D24 < 0.1 AND 0 <= D674 < 0.1
2,"D35,D748","0,0",2620,0.6984804052252732,0 <= D35 < 0.0898321 AND 0 <= D748 < 0.1
2,"D44,D841","0,0",2620,0.6984804052252732,0 <= D44 < 0.0871676 AND 0 <= D841 < 0.1
2,"D57,D802","0,0",2620,0.6984804052252732,0 <= D57 < 0.0964878 AND 0 <= D802 < 0.0825
2,"D64,D469","0,0",2620,0.6984804052252732,0 <= D64 < 0.1 AND 0 <= D469 < 0.1
2,"D68,D687","0,0",2620,0.6984804052252732,0 <= D68 < 0.09375 AND 0 <= D687 < 0.05
2,"D73,D166","0,0",2620,0.6984804052252732,0 <= D73 < 0.0736891 AND 0 <= D166 < 0.1
2,"D119,D925","0,0",2620,0.6984804052252732,0 <= D119 < 0.1 AND 0 <= D925 < 0.1
2,"D129,D925","0,0",2620,0.6984804052252732,0 <= D129 < 0.1 AND 0 <= D925 < 0.1
2,"D161,D166","0,0",2620,0.6984804052252732,0 <= D161 < 0.075 AND 0 <= D166 < 0.1
2,"D175,D926","1,0",2620,0.6984804052252732,0.0991675 <= D175 < 0.179435 AND 0 <= D926 < 0.085
2,"D180,D205","4,7",2620,0.6984804052252732,0.391951 <= D180 < 0.466313 AND 0.70972 <= D205 < 0.80648
2,"D419,D806","0,0",2620,0.6984804052252732,0 <= D419 < 0.1 AND 0 <= D806 < 0.1
2,"D449,D802","0,0",2620,0.6984804052252732,0 <= D449 < 0.0875 AND 0 <= D802 < 0.0825
2,"D457,D596","0,0",2620,0.6984804052252732,0 <= D457 < 0.052381 AND 0 <= D596 < 0.1
2,"D611,D806","0,0",2620,0.6984804052252732,0 <= D611 < 0.05 AND 0 <= D806 < 0.1
2,"D661,D686","0,0",2620,0.6984804052252732,0 <= D661 < 0.1 AND 0 <= D686 < 0.1
2,"D673,D674","0,0",2620,0.6984804052252732,0 <= D673 < 0.1 AND 0 <= D674 < 0.1
2,"D63,D360","0,0",2619,0.6982138096507597,0 <= D63 < 0.0745698 AND 0 <= D360 < 0.1
2,"D73,D117","0,0",2619,0.6982138096507597,0 <= D73 < 0.0736891 AND 0 <= D117 < 0.1
2,"D86,D673","0,0",2619,0.6982138096507597,0 <= D86 < 0.0846353 AND 0 <= D673 < 0.1
2,"D158,D161","0,0",2619,0.6982138096507597,0 <= D158 < 0.1 AND 0 <= D161 < 0.075
2,"D158,D609","0,0",2619,0.6982138096507597,0 <= D158 < 0.1 AND 0 <= D609 < 0.075
2,"D158,D842","0,0",2619,0.6982138096507597,0 <= D158 < 0.1 AND 0 <= D842 < 0.1
2,"D175,D205","1,7",2619,0.6982138096507597,0.0991675 <= D175 < 0.179435 AND 0.70972 <= D205 < 0.80648
2,"D185,D514","0,0",2619,0.6982138096507597,0 <= D185 < 0.1 AND 0 <= D514 < 0.1
2,"D187,D457","8,0",2619,0.6982138096507597,0.8 <= D187 < 0.9 AND 0 <= D457 < 0.052381
2,"D336,D739","0,0",2619,0.6982138096507597,0 <= D336 < 0.1 AND 0 <= D739 < 0.0977273
2,"D419,D623","0,0",2619,0.6982138096507597,0 <= D419 < 0.1 AND 0 <= D623 < 0.1
2,"D611,D808","0,0",2619,0.6982138096507597,0 <= D611 < 0.05 AND 0 <= D808 < 0.075
2,"D22,D607","0,0",2618,0.6979472140762464,0 <= D22 < 0.0896552 AND 0 <= D607 < 0.0928571
2,"D59,D608","0,0",2618,0.6979472140762464,0 <= D59 < 0.1 AND 0 <= D608 < 0.1
2,"D64,D688","0,0",2618,0.6979472140762464,0 <= D64 < 0.1 AND 0 <= D688 < 0.1
2,"D65,D610","0,0",2618,0.6979472140762464,0 <= D65 < 0.0833864 AND 0 <= D610 < 0.1
2,"D65,D841","0,0",2618,0.6979472140762464,0 <= D65 < 0.0833864 AND 0 <= D841 < 0.1
2,"D68,D84","0,0",2618,0.6979472140762464,0 <= D68 < 0.09375 AND 0 <= D84 < 0.1
2,"D68,D155","0,0",2618,0.6979472140762464,0 <= D68 < 0.09375 AND 0 <= D155 < 0.0764706
2,"D110,D607","0,0",2618,0.6979472140762464,0 <= D110 < 0.1 AND 0 <= D607 < 0.0928571
2,"D110,D926","0,0",2618,0.6979472140762464,0 <= D110 < 0.1 AND 0 <= D926 < 0.085
2,"D155,D672","0,0",2618,0.6979472140762464,0 <= D155 < 0.0764706 AND 0 <= D672 < 0.0857143
2,"D156,D596","0,0",2618,0.6979472140762464,0 <= D156 < 0.0714286 AND 0 <= D596 < 0.1
2,"D175,D674","1,0",2618,0.6979472140762464,0.0991675 <= D175 < 0.179435 AND 0 <= D674 < 0.1
2,"D211,D596","0,0",2618,0.6979472140762464,0 <= D211 < 0.1 AND 0 <= D596 < 0.1
2,"D216,D661","0,0",2618,0.6979472140762464,0 <= D216 < 0.1 AND 0 <= D661 < 0.1
2,"D228,D595","0,0",2618,0.6979472140762464,0 <= D228 < 0.0666667 AND 0 <= D595 < 0.09
2,"D418,D697","0,0",2618,0.6979472140762464,0 <= D418 < 0.08 AND 0 <= D697 < 0.1
2,"D449,D673","0,0",2618,0.6979472140762464,0 <= D449 < 0.0875 AND 0 <= D673 < 0.1
2,"D469,D687","0,0",2618,0.6979472140762464,0 <= D469 < 0.1 AND 0 <= D687 < 0.05
2,"D685,D739","0,0",2618,0.6979472140762464,0 <= D685 < 0.1 AND 0 <= D739 < 0.0977273
2,"D24,D699","0,0",2617,0.6976806185017329,0 <= D24 < 0.1 AND 0 <= D699 < 0.1
2,"D24,D750","0,0",2617,0.6976806185017329,0 <= D24 < 0.1 AND 0 <= D750 < 0.1
2,"D29,D419","0,0",2617,0.6976806185017329,0 <= D29 < 0.1 AND 0 <= D419 < 0.1
2,"D68,D514","0,0",2617,0.6976806185017329,0 <= D68 < 0.09375 AND 0 <= D514 < 0.1
2,"D119,D151","0,0",2617,0.6976806185017329,0 <= D119 < 0.1 AND 0 <= D151 < 0.1
2,"D129,D672","0,0",2617,0.6976806185017329,0 <= D129 < 0.1 AND 0 <= D672 < 0.0857143
2,"D182,D360","0,0",2617,0.6976806185017329,0 <= D182 < 0.1 AND 0 <= D360 < 0.1
2,"D360,D697","0,0",2617,0.6976806185017329,0 <= D360 < 0.1 AND 0 <= D697 < 0.1
2,"D457,D674","0,0",2617,0.6976806185017329,0 <= D457 < 0.052381 AND 0 <= D674 < 0.1
2,"D460,D925","0,0",2617,0.6976806185017329,0 <= D460 < 0.1 AND 0 <= D925 < 0.1
2,"D469,D747","0,0",2617,0.6976806185017329,0 <= D469 < 0.1 AND 0 <= D747 < 0.1
2,"D472,D661","0,0",2617,0.6976806185017329,0 <= D472 < 0.0923077 AND 0 <= D661 < 0.1
2,"D472,D697","0,0",2617,0.6976806185017329,0 <= D472 < 0.0923077 AND 0 <= D697 < 0.1
2,"D472,D925","0,0",2617,0.6976806185017329,0 <= D472 < 0.0923077 AND 0 <= D925 < 0.1
2,"D598,D624","0,0",2617,0.6976806185017329,0 <= D598 < 0.1 AND 0 <= D624 < 0.1
2,"D611,D623","0,0",2617,0.6976806185017329,0 <= D611 < 0.05 AND 0 <= D623 < 0.1
2,"D740,D802","0,0",2617,0.6976806185017329,0 <= D740 < 0.0952381 AND 0 <= D802 < 0.0825
2,"D806,D843","0,0",2617,0.6976806185017329,0 <= D806 < 0.1 AND 0 <= D843 < 0.1
2,"D22,D417","0,0",2616,0.6974140229272194,0 <= D22 < 0.0896552 AND 0 <= D417 < 0.0625
2,"D54,D598","0,0",2616,0.6974140229272194,0 <= D54 < 0.0802514 AND 0 <= D598 < 0.1
2,"D65,D685","0,0",2616,0.6974140229272194,0 <= D65 < 0.0833864 AND 0 <= D685 < 0.1
2,"D68,D129","0,0",2616,0.6974140229272194,0 <= D68 < 0.09375 AND 0 <= D129 < 0.1
2,"D117,D156","0,0",2616,0.6974140229272194,0 <= D117 < 0.1 AND 0 <= D156 < 0.0714286
2,"D117,D211","0,0",2616,0.6974140229272194,0 <= D117 < 0.1 AND 0 <= D211 < 0.1
2,"D143,D841","0,0",2616,0.6974140229272194,0 <= D143 < 0.1 AND 0 <= D841 < 0.1
2,"D151,D685","0,0",2616,0.6974140229272194,0 <= D151 < 0.1 AND 0 <= D685 < 0.1
2,"D151,D841","0,0",2616,0.6974140229272194,0 <= D151 < 0.1 AND 0 <= D841 < 0.1
2,"D203,D687","0,0",2616,0.6974140229272194,0 <= D203 < 0.0976333 AND 0 <= D687 < 0.05
2,"D223,D596","0,0",2616,0.6974140229272194,0 <= D223 < 0.096968 AND 0 <= D596 < 0.1
2,"D361,D808","0,0",2616,0.6974140229272194,0 <= D361 < 0.1 AND 0 <= D808 < 0.075
2,"D418,D802","0,0",2616,0.6974140229272194,0 <= D418 < 0.08 AND 0 <= D802 < 0.0825
2,"D748,D808","0,0",2616,0.6974140229272194,0 <= D748 < 0.1 AND 0 <= D808 < 0.075
1,D458,0,2615,0.697147427352706,0 <= D458 < 0.095
2,"D37,D143","0,0",2615,0.697147427352706,0 <= D37 < 0.1 AND 0 <= D143 < 0.1
2,"D57,D223","0,0",2615,0.697147427352706,0 <= D57 < 0.0964878 AND 0 <= D223 < 0.096968
2,"D57,D609","0,0",2615,0.697147427352706,0 <= D57 < 0.0964878 AND 0 <= D609 < 0.075
2,"D63,D685","0,0",2615,0.697147427352706,0 <= D63 < 0.0745698 AND 0 <= D685 < 0.1
2,"D73,D108","0,0",2615,0.697147427352706,0 <= D73 < 0.0736891 AND 0 <= D108 < 0.1
2,"D84,D217","0,5",2615,0.697147427352706,0 <= D84 < 0.1 AND 0.5 <= D217 < 0.6
2,"D119,D661","0,0",2615,0.697147427352706,0 <= D119 < 0.1 AND 0 <= D661 < 0.1
2,"D155,D808","0,0",2615,0.697147427352706,0 <= D155 < 0.0764706 AND 0 <= D808 < 0.075
2,"D161,D925","0,0",2615,0.697147427352706,0 <= D161 < 0.075 AND 0 <= D925 < 0.1
2,"D203,D470","0,0",2615,0.697147427352706,0 <= D203 < 0.0976333 AND 0 <= D470 < 0.0583333
2,"D216,D608","0,0",2615,0.697147427352706,0 <= D216 < 0.1 AND 0 <= D608 < 0.1
2,"D360,D802","0,0",2615,0.697147427352706,0 <= D360 < 0.1 AND 0 <= D802 < 0.0825
2,"D449,D661","0,0",2615,0.697147427352706,0 <= D449 < 0.0875 AND 0 <= D661 < 0.1
2,"D457,D673","0,0",2615,0.697147427352706,0 <= D457 < 0.052381 AND 0 <= D673 < 0.1
2,"D458,D622","0,0",2615,0.697147427352706,0 <= D458 < 0.095 AND 0 <= D622 < 0.0631579
2,"D460,D469","0,0",2615,0.697147427352706,0 <= D460 < 0.1 AND 0 <= D469 < 0.1
2,"D596,D624","0,0",2615,0.697147427352706,0 <= D596 < 0.1 AND 0 <= D624 < 0.1
2,"D596,D748","0,0",2615,0.697147427352706,0 <= D596 < 0.1 AND 0 <= D748 < 0.1
2,"D597,D672","0,0",2615,0.697147427352706,0 <= D597 < 0.1 AND 0 <= D672 < 0.0857143
2,"D35,D416","0,0",2614,0.6968808317781925,0 <= D35 < 0.0898321 AND 0 <= D416 < 0.1
2,"D57,D699","0,0",2614,0.6968808317781925,0 <= D57 < 0.0964878 AND 0 <= D699 < 0.1
2,"D64,D611","0,0",2614,0.6968808317781925,0 <= D64 < 0.1 AND 0 <= D611 < 0.05
2,"D117,D135","0,0",2614,0.6968808317781925,0 <= D117 < 0.1 AND 0 <= D135 < 0.1
2,"D117,D514","0,0",2614,0.6968808317781925,0 <= D117 < 0.1 AND 0 <= D514 < 0.1
2,"D117,D741","0,0",2614,0.6968808317781925,0 <= D117 < 0.1 AND 0 <= D741 < 0.0869565
2,"D143,D685","0,0",2614,0.6968808317781925,0 <= D143 < 0.1 AND 0 <= D685 < 0.1
2,"D151,D360","0,0",2614,0.6968808317781925,0 <= D151 < 0.1 AND 0 <= D360 < 0.1
2,"D205,D583","7,0",2614,0.6968808317781925,0.70972 <= D205 < 0.80648 AND 0 <= D583 < 0.1
2,"D212,D514","0,0",2614,0.6968808317781925,0 <= D212 < 0.0993831 AND 0 <= D514 < 0.1
2,"D73,D187","0,8",2613,0.696614236203679,0 <= D73 < 0.0736891 AND 0.8 <= D187 < 0.9
2,"D84,D661","0,0",2613,0.696614236203679,0 <= D84 < 0.1 AND 0 <= D661 < 0.1
2,"D143,D157","0,0",2613,0.696614236203679,0 <= D143 < 0.1 AND 0 <= D157 < 0.1
2,"D449,D672","0,0",2613,0.696614236203679,0 <= D449 < 0.0875 AND 0 <= D672 < 0.0857143
2,"D472,D608","0,0",2613,0.696614236203679,0 <= D472 < 0.0923077 AND 0 <= D608 < 0.1
2,"D674,D842","0,0",2613,0.696614236203679,0 <= D674 < 0.1 AND 0 <= D842 < 0.1
2,"D35,D686","0,0",2612,0.6963476406291655,0 <= D35 < 0.0898321 AND 0 <= D686 < 0.1
2,"D44,D163","0,0",2612,0.6963476406291655,0 <= D44 < 0.0871676 AND 0 <= D163 < 0.09
2,"D44,D934","0,0",2612,0.6963476406291655,0 <= D44 < 0.0871676 AND 0 <= D934 < 0.1
2,"D54,D842","0,0",2612,0.6963476406291655,0 <= D54 < 0.0802514 AND 0 <= D842 < 0.1
2,"D58,D470","0,0",2612,0.6963476406291655,0 <= D58 < 0.1 AND 0 <= D470 < 0.0583333
2,"D64,D610","0,0",2612,0.6963476406291655,0 <= D64 < 0.1 AND 0 <= D610 < 0.1
2,"D65,D740","0,0",2612,0.6963476406291655,0 <= D65 < 0.0833864 AND 0 <= D740 < 0.0952381
2,"D68,D598","0,0",2612,0.6963476406291655,0 <= D68 < 0.09375 AND 0 <= D598 < 0.1
2,"D108,D156","0,0",2612,0.6963476406291655,0 <= D108 < 0.1 AND 0 <= D156 < 0.0714286
2,"D108,D211","0,0",2612,0.6963476406291655,0 <= D108 < 0.1 AND 0 <= D211 < 0.1
2,"D110,D203","0,0",2612,0.6963476406291655,0 <= D110 < 0.1 AND 0 <= D203 < 0.0976333
2,"D129,D143","0,0",2612,0.6963476406291655,0 <= D129 < 0.1 AND 0 <= D143 < 0.1
2,"D157,D806","0,0",2612,0.6963476406291655,0 <= D157 < 0.1 AND 0 <= D806 < 0.1
2,"D175,D925","1,0",2612,0.6963476406291655,0.0991675 <= D175 < 0.179435 AND 0 <= D925 < 0.1
2,"D185,D699","0,0",2612,0.6963476406291655,0 <= D185 < 0.1 AND 0 <= D699 < 0.1
2,"D195,D470","0,0",2612,0.6963476406291655,0 <= D195 < 0.0998499 AND 0 <= D470 < 0.0583333
2,"D195,D687","0,0",2612,0.6963476406291655,0 <= D195 < 0.0998499 AND 0 <= D687 < 0.05
2,"D205,D228","7,0",2612,0.6963476406291655,0.70972 <= D205 < 0.80648 AND 0 <= D228 < 0.0666667
2,"D416,D469","0,0",2612,0.6963476406291655,0 <= D416 < 0.1 AND 0 <= D469 < 0.1
2,"D607,D750","0,0",2612,0.6963476406291655,0 <= D607 < 0.0928571 AND 0 <= D750 < 0.1
2,"D36,D843","0,0",2611,0.6960810450546521,0 <= D36 < 0.1 AND 0 <= D843 < 0.1
2,"D53,D514","0,0",2611,0.6960810450546521,0 <= D53 < 0.087848 AND 0 <= D514 < 0.1
2,"D58,D609","0,0",2611,0.6960810450546521,0 <= D58 < 0.1 AND 0 <= D609 < 0.075
2,"D68,D472","0,0",2611,0.6960810450546521,0 <= D68 < 0.09375 AND 0 <= D472 < 0.0923077
2,"D76,D336","0,0",2611,0.6960810450546521,0 <= D76 < 0.0929903 AND 0 <= D336 < 0.1
2,"D108,D135","0,0",2611,0.6960810450546521,0 <= D108 < 0.1 AND 0 <= D135 < 0.1
2,"D108,D514","0,0",2611,0.6960810450546521,0 <= D108 < 0.1 AND 0 <= D514 < 0.1
2,"D108,D741","0,0",2611,0.6960810450546521,0 <= D108 < 0.1 AND 0 <= D741 < 0.0869565
2,"D135,D216","0,0",2611,0.6960810450546521,0 <= D135 < 0.1 AND 0 <= D216 < 0.1
2,"D161,D842","0,0",2611,0.6960810450546521,0 <= D161 < 0.075 AND 0 <= D842 < 0.1
2,"D166,D661","0,0",2611,0.6960810450546521,0 <= D166 < 0.1 AND 0 <= D661 < 0.1
2,"D216,D415","0,0",2611,0.6960810450546521,0 <= D216 < 0.1 AND 0 <= D415 < 0.1
2,"D607,D748","0,0",2611,0.6960810450546521,0 <= D607 < 0.0928571 AND 0 <= D748 < 0.1
2,"D927,D936","0,0",2611,0.6960810450546521,0 <= D927 < 0.1 AND 0 <= D936 < 0.1
2,"D53,D165","0,0",2610,0.6958144494801386,0 <= D53 < 0.087848 AND 0 <= D165 < 0.1
2,"D53,D215","0,0",2610,0.6958144494801386,0 <= D53 < 0.087848 AND 0 <= D215 < 0.1
2,"D57,D674","0,0",2610,0.6958144494801386,0 <= D57 < 0.0964878 AND 0 <= D674 < 0.1
2,"D110,D195","0,0",2610,0.6958144494801386,0 <= D110 < 0.1 AND 0 <= D195 < 0.0998499
2,"D118,D595","0,0",2610,0.6958144494801386,0 <= D118 < 0.0922243 AND 0 <= D595 < 0.09
2,"D129,D673","0,0",2610,0.6958144494801386,0 <= D129 < 0.1 AND 0 <= D673 < 0.1
2,"D158,D417","0,0",2610,0.6958144494801386,0 <= D158 < 0.1 AND 0 <= D417 < 0.0625
2,"D164,D802","0,0",2610,0.6958144494801386,0 <= D164 < 0.1 AND 0 <= D802 < 0.0825
2,"D166,D608","0,0",2610,0.6958144494801386,0 <= D166 < 0.1 AND 0 <= D608 < 0.1
2,"D185,D842","0,0",2610,0.6958144494801386,0 <= D185 < 0.1 AND 0 <= D842 < 0.1
2,"D203,D216","0,0",2610,0.6958144494801386,0 <= D203 < 0.0976333 AND 0 <= D216 < 0.1
2,"D214,D802","0,0",2610,0.6958144494801386,0 <= D214 < 0.0642111 AND 0 <= D802 < 0.0825
2,"D504,D748","0,0",2610,0.6958144494801386,0 <= D504 < 0.1 AND 0 <= D748 < 0.1
2,"D595,D937","0,0",2610,0.6958144494801386,0 <= D595 < 0.09 AND 0 <= D937 < 0.1
2,"D626,D806","0,0",2610,0.6958144494801386,0 <= D626 < 0.07 AND 0 <= D806 < 0.1
2,"D29,D626","0,0",2609,0.6955478539056251,0 <= D29 < 0.1 AND 0 <= D626 < 0.07
2,"D37,D151","0,0",2609,0.6955478539056251,0 <= D37 < 0.1 AND 0 <= D151 < 0.1
2,"D55,D750","0,0",2609,0.6955478539056251,0 <= D55 < 0.0945099 AND 0 <= D750 < 0.1
2,"D84,D674","0,0",2609,0.6955478539056251,0 <= D84 < 0.1 AND 0 <= D674 < 0.1
2,"D109,D608","0,0",2609,0.6955478539056251,0 <= D109 < 0.0833333 AND 0 <= D608 < 0.1
2,"D117,D416","0,0",2609,0.6955478539056251,0 <= D117 < 0.1 AND 0 <= D416 < 0.1
2,"D156,D158","0,0",2609,0.6955478539056251,0 <= D156 < 0.0714286 AND 0 <= D158 < 0.1
2,"D158,D211","0,0",2609,0.6955478539056251,0 <= D158 < 0.1 AND 0 <= D211 < 0.1
2,"D167,D937","0,0",2609,0.6955478539056251,0 <= D167 < 0.1 AND 0 <= D937 < 0.1
2,"D168,D607","0,0",2609,0.6955478539056251,0 <= D168 < 0.0714286 AND 0 <= D607 < 0.0928571
2,"D212,D699","0,0",2609,0.6955478539056251,0 <= D212 < 0.0993831 AND 0 <= D699 < 0.1
2,"D216,D607","0,0",2609,0.6955478539056251,0 <= D216 < 0.1 AND 0 <= D607 < 0.0928571
2,"D227,D672","0,0",2609,0.6955478539056251,0 <= D227 < 0.1 AND 0 <= D672 < 0.0857143
2,"D462,D469","0,0",2609,0.6955478539056251,0 <= D462 < 0.0666667 AND 0 <= D469 < 0.1
2,"D583,D595","0,0",2609,0.6955478539056251,0 <= D583 < 0.1 AND 0 <= D595 < 0.09
2,"D610,D623","0,0",2609,0.6955478539056251,0 <= D610 < 0.1 AND 0 <= D623 < 0.1
2,"D621,D697","0,0",2609,0.6955478539056251,0 <= D621 < 0.052381 AND 0 <= D697 < 0.1
2,"D697,D750","0,0",2609,0.6955478539056251,0 <= D697 < 0.1 AND 0 <= D750 < 0.1
2,"D844,D926","0,0",2609,0.6955478539056251,0 <= D844 < 0.1 AND 0 <= D926 < 0.085
1,D33,0,2608,0.6952812583311117,0 <= D33 < 0.0802001
2,"D37,D608","0,0",2608,0.6952812583311117,0 <= D37 < 0.1 AND 0 <= D608 < 0.1
2,"D37,D624","0,0",2608,0.6952812583311117,0 <= D37 < 0.1 AND 0 <= D624 < 0.1
2,"D37,D672","0,0",2608,0.6952812583311117,0 <= D37 < 0.1 AND 0 <= D672 < 0.0857143
2,"D53,D158","0,0",2608,0.6952812583311117,0 <= D53 < 0.087848 AND 0 <= D158 < 0.1
2,"D57,D156","0,0",2608,0.6952812583311117,0 <= D57 < 0.0964878 AND 0 <= D156 < 0.0714286
2,"D57,D187","0,8",2608,0.6952812583311117,0 <= D57 < 0.0964878 AND 0.8 <= D187 < 0.9
2,"D57,D211","0,0",2608,0.6952812583311117,0 <= D57 < 0.0964878 AND 0 <= D211 < 0.1
2,"D59,D808","0,0",2608,0.6952812583311117,0 <= D59 < 0.1 AND 0 <= D808 < 0.075
2,"D73,D417","0,0",2608,0.6952812583311117,0 <= D73 < 0.0736891 AND 0 <= D417 < 0.0625
2,"D119,D673","0,0",2608,0.6952812583311117,0 <= D119 < 0.1 AND 0 <= D673 < 0.1
2,"D135,D166","0,0",2608,0.6952812583311117,0 <= D135 < 0.1 AND 0 <= D166 < 0.1
2,"D151,D514","0,0",2608,0.6952812583311117,0 <= D151 < 0.1 AND 0 <= D514 < 0.1
2,"D157,D623","0,0",2608,0.6952812583311117,0 <= D157 < 0.1 AND 0 <= D623 < 0.1
2,"D360,D624","0,0",2608,0.6952812583311117,0 <= D360 < 0.1 AND 0 <= D624 < 0.1
2,"D472,D739","0,0",2608,0.6952812583311117,0 <= D472 < 0.0923077 AND 0 <= D739 < 0.0977273
2,"D610,D697","0,0",2608,0.6952812583311117,0 <= D610 < 0.1 AND 0 <= D697 < 0.1
2,"D687,D926","0,0",2608,0.6952812583311117,0 <= D687 < 0.05 AND 0 <= D926 < 0.085
2,"D35,D598","0,0",2607,0.6950146627565983,0 <= D35 < 0.0898321 AND 0 <= D598 < 0.1
2,"D54,D609","0,0",2607,0.6950146627565983,0 <= D54 < 0.0802514 AND 0 <= D609 < 0.075
2,"D143,D360","0,0",2607,0.6950146627565983,0 <= D143 < 0.1 AND 0 <= D360 < 0.1
2,"D217,D457","5,0",2607,0.6950146627565983,0.5 <= D217 < 0.6 AND 0 <= D457 < 0.052381
2,"D415,D748","0,0",2607,0.6950146627565983,0 <= D415 < 0.1 AND 0 <= D748 < 0.1
2,"D610,D622","0,0",2607,0.6950146627565983,0 <= D610 < 0.1 AND 0 <= D622 < 0.0631579
2,"D622,D662","0,0",2607,0.6950146627565983,0 <= D622 < 0.0631579 AND 0 <= D662 < 0.1
2,"D623,D937","0,0",2607,0.6950146627565983,0 <= D623 < 0.1 AND 0 <= D937 < 0.1
2,"D662,D697","0,0",2607,0.6950146627565983,0 <= D662 < 0.1 AND 0 <= D697 < 0.1
2,"D58,D426","0,0",2606,0.6947480671820848,0 <= D58 < 0.1 AND 0 <= D426 < 0.1
2,"D59,D595","0,0",2606,0.6947480671820848,0 <= D59 < 0.1 AND 0 <= D595 < 0.09
2,"D68,D748","0,0",2606,0.6947480671820848,0 <= D68 < 0.09375 AND 0 <= D748 < 0.1
2,"D108,D416","0,0",2606,0.6947480671820848,0 <= D108 < 0.1 AND 0 <= D416 < 0.1
2,"D117,D697","0,0",2606,0.6947480671820848,0 <= D117 < 0.1 AND 0 <= D697 < 0.1
2,"D118,D415","0,0",2606,0.6947480671820848,0 <= D118 < 0.0922243 AND 0 <= D415 < 0.1
2,"D129,D808","0,0",2606,0.6947480671820848,0 <= D129 < 0.1 AND 0 <= D808 < 0.075
2,"D195,D216","0,0",2606,0.6947480671820848,0 <= D195 < 0.0998499 AND 0 <= D216 < 0.1
2,"D595,D841","0,0",2606,0.6947480671820848,0 <= D595 < 0.09 AND 0 <= D841 < 0.1
2,"D674,D750","0,0",2606,0.6947480671820848,0 <= D674 < 0.1 AND 0 <= D750 < 0.1
2,"D688,D806","0,0",2606,0.6947480671820848,0 <= D688 < 0.1 AND 0 <= D806 < 0.1
2,"D24,D135","0,0",2605,0.6944814716075713,0 <= D24 < 0.1 AND 0 <= D135 < 0.1
2,"D24,D203","0,0",2605,0.6944814716075713,0 <= D24 < 0.1 AND 0 <= D203 < 0.0976333
2,"D57,D504","0,0",2605,0.6944814716075713,0 <= D57 < 0.0964878 AND 0 <= D504 < 0.1
2,"D84,D117","0,0",2605,0.6944814716075713,0 <= D84 < 0.1 AND 0 <= D117 < 0.1
2,"D217,D842","5,0",2605,0.6944814716075713,0.5 <= D217 < 0.6 AND 0 <= D842 < 0.1
2,"D336,D624","0,0",2605,0.6944814716075713,0 <= D336 < 0.1 AND 0 <= D624 < 0.1
2,"D415,D609","0,0",2605,0.6944814716075713,0 <= D415 < 0.1 AND 0 <= D609 < 0.075
2,"D44,D228","0,0",2604,0.6942148760330579,0 <= D44 < 0.0871676 AND 0 <= D228 < 0.0666667
2,"D55,D597","0,0",2604,0.6942148760330579,0 <= D55 < 0.0945099 AND 0 <= D597 < 0.1
2,"D58,D163","0,0",2604,0.6942148760330579,0 <= D58 < 0.1 AND 0 <= D163 < 0.09
2,"D143,D472","0,0",2604,0.6942148760330579,0 <= D143 < 0.1 AND 0 <= D472 < 0.0923077
2,"D161,D598","0,0",2604,0.6942148760330579,0 <= D161 < 0.075 AND 0 <= D598 < 0.1
2,"D166,D203","0,0",2604,0.6942148760330579,0 <= D166 < 0.1 AND 0 <= D203 < 0.0976333
2,"D166,D415","0,0",2604,0.6942148760330579,0 <= D166 < 0.1 AND 0 <= D415 < 0.1
2,"D212,D842","0,0",2604,0.6942148760330579,0 <= D212 < 0.0993831 AND 0 <= D842 < 0.1
2,"D457,D842","0,0",2604,0.6942148760330579,0 <= D457 < 0.052381 AND 0 <= D842 < 0.1
2,"D610,D802","0,0",2604,0.6942148760330579,0 <= D610 < 0.1 AND 0 <= D802 < 0.0825
2,"D44,D611","0,0",2603,0.6939482804585444,0 <= D44 < 0.0871676 AND 0 <= D611 < 0.05
2,"D53,D57","0,0",2603,0.6939482804585444,0 <= D53 < 0.087848 AND 0 <= D57 < 0.0964878
2,"D53,D699","0,0",2603,0.6939482804585444,0 <= D53 < 0.087848 AND 0 <= D699 < 0.1
