feature,cluster_0_mean,cluster_1_mean,cluster_0_median,cluster_1_median,mean_difference_1_minus_0,median_difference_1_minus_0,cohen_d_1_minus_0,mann_whitney_u,mann_whitney_p_value,rank_biserial_1_minus_0,standardized_mean_cluster_0,standardized_mean_cluster_1,standardized_mean_difference_1_minus_0,zero_fraction_cluster_0,zero_fraction_cluster_1,zero_fraction_difference_1_minus_0,feature_cluster,PC1_loading,PC2_loading,mann_whitney_p_fdr_bh,significant_fdr_0.05,absolute_standardized_mean_difference,absolute_rank_biserial
D698,0.010129753491027732,0.07249406394520548,0.0,0.0417,0.06236431045417775,0.0417,1.794274672720576,206380.5,3.6057706226747e-34,0.537319269704351,-0.033902135629879294,1.7081103403656988,1.742012475995578,0.844752582925503,0.3287671232876712,-0.5159854596378318,6,0.0405701000372008,-0.0207494810481007,8.886562350208923e-34,True,1.742012475995578,0.537319269704351
D273,0.0022430668841761825,0.06164383561643835,0.0,0.0,0.05940076873226217,0.0,1.7871699108911543,155278.5,2.263898096278311e-36,0.1566627187199714,-0.033775624158101814,1.7017362418287483,1.73551186598685,0.9918433931484503,0.8356164383561644,-0.15622695479228588,6,0.0261531623418595,0.0304342430606207,5.982544398910365e-36,True,1.73551186598685,0.1566627187199714
D812,0.027480877299075585,0.17921917810958904,0.0,0.166666667,0.15173830081051345,0.166666667,1.7847660342782685,204158.5,4.145199661769282e-32,0.5207676894083295,-0.03373279969573949,1.6995785928894447,1.7333113925851842,0.843936922240348,0.3561643835616438,-0.4877725386787042,6,0.0446927199664671,-0.0441323708292303,9.539449552747188e-32,True,1.7333113925851842,0.5207676894083295
D396,0.000840343072321914,0.047321170616438354,0.0,0.0,0.04648082754411644,0.0,1.7840978639417444,160983.0,1.6516250886799445e-63,0.19915528838633256,-0.0337208946452463,1.6989787740440538,1.7326996686893001,0.9937466014138119,0.7945205479452054,-0.19922605346860645,6,0.0503482044721634,-0.0184920821758409,7.219367525990952e-63,True,1.7326996686893001,0.19915528838633256
D12,0.07662112561174551,0.22602739726027396,0.0625,0.1875,0.14940627164852843,0.125,1.7817333899814074,218533.0,9.738910189956878e-22,0.6278427078444957,-0.033678759741178455,1.6968558675075904,1.730534627248769,0.35426862425231104,0.0547945205479452,-0.29947410370436583,6,0.0447885153464475,-0.0525883235727698,1.834293382661255e-21,True,1.730534627248769,0.6278427078444957
D440,0.022294725394236,0.1678082191780822,0.0,0.0,0.1455134937838462,0.0,1.7800213425681688,176655.0,1.351609929485603e-20,0.31589532726988323,-0.03364824508733305,1.6953184305645332,1.7289666756518662,0.9151712887438825,0.6164383561643836,-0.29873293257949896,6,0.0265969784284836,0.0528404742838238,2.472023423664458e-20,True,1.7289666756518662,0.31589532726988323
D460,0.03246701624850462,0.16633659489041097,0.0,0.0714,0.13386957864190635,0.0714,1.7792250665809712,185072.5,6.640186183643007e-13,0.37859691464241285,-0.03363405096145246,1.6946032799482436,1.7282373309096961,0.7433387710712344,0.4383561643835616,-0.30498260668767274,6,0.0357448023743036,0.0389239956133357,1.046469251163694e-12,True,1.7282373309096961,0.37859691464241285
D611,0.010782535807232188,0.0810474885890411,0.0,0.0,0.0702649527818089,0.0,1.7790135969168013,171801.0,7.907982389017766e-15,0.27973809470602684,-0.033630281197641186,1.6944133458208837,1.7280436270185249,0.9018488308863513,0.6438356164383562,-0.2580132144479951,6,0.0334617533624979,0.0626466597309112,1.3211653270113815e-14,True,1.7280436270185249,0.27973809470602684
D461,0.02002649085970636,0.1347004566849315,0.0,0.0833,0.11467396582522514,0.0833,1.777617361509742,189771.0,9.307437737698515e-23,0.4135958345437887,-0.03360538928586333,1.6931592026493871,1.7267645919352506,0.8594344752582925,0.4794520547945205,-0.379982420463772,6,0.0347904615323995,0.0396412918074185,1.7820025420662445e-22,True,1.7267645919352506,0.4135958345437887
D367,0.001993837232463295,0.05707762553424658,0.0,0.0,0.05508378830178328,0.0,1.7754488497428103,153329.5,8.754492911127263e-28,0.14214470341981578,-0.03356672271027761,1.6912110428548093,1.7247777655650869,0.9904839586731919,0.8493150684931506,-0.1411688901800413,6,0.0295736890232525,0.0599334680814639,1.854991638180929e-27,True,1.7247777655650869,0.14214470341981578
D935,0.01747548357014682,0.11839178087671233,0.0,0.0714,0.10091629730656551,0.0714,1.768755807302691,197070.0,6.768835695110737e-27,0.46796576459809147,-0.033447328860872684,1.6851955554834221,1.718642884344295,0.8474714518760196,0.4246575342465753,-0.42281391762944426,6,0.0376748670472408,-0.0369439507701789,1.4127149573879768e-26,True,1.718642884344295,0.46796576459809147
D704,0.004706226207177814,0.06373674806849315,0.0,0.0,0.05903052186131534,0.0,1.7645753113605966,177054.0,1.2233317886928048e-28,0.3188674607253794,-0.033372716290288665,1.6814363084339965,1.714809024724285,0.9431756389342034,0.6301369863013698,-0.3130386526328336,6,0.0536578652016768,-0.0151983138546579,2.6569237285671854e-28,True,1.714809024724285,0.3188674607253794
D394,0.005097879282218597,0.0821917808219178,0.0,0.0,0.07709390153969921,0.0,1.7562889468268934,169333.5,2.2284243373872252e-35,0.261357795704932,-0.033224735164767025,1.673980492274152,1.707205227438919,0.9722675367047309,0.7123287671232876,-0.25993876958144324,6,0.0473948018235524,0.0023540421899858,5.693951891485741e-35,True,1.707205227438919,0.261357795704932
D122,0.018091618336867864,0.2045941689452055,0.0,0.0,0.18650255060833762,0.0,1.7381827832793897,175568.0,4.062742018277587e-36,0.30779831206656394,-0.032900983256288735,1.6576687180360266,1.6905697012923153,0.9608482871125612,0.6575342465753424,-0.3033140405372188,6,0.0326178910484172,-0.0485656346169785,1.0535842174264639e-35,True,1.6905697012923153,0.30779831206656394
D691,0.0051658510010875475,0.07305936068493152,0.0,0.0,0.06789350968384397,0.0,1.7378376027522109,172071.5,1.2599774930979835e-33,0.28175303731182066,-0.03289480578938984,1.6573574752517237,1.6902522810411136,0.9649265905383361,0.684931506849315,-0.27999508368902104,6,0.0465192856324697,0.0059552395476058,3.051165009418462e-33,True,1.6902522810411136,0.28175303731182066
D87,0.34451326195323545,0.5155525062328766,0.351472058,0.496127133,0.17103924427964118,0.14465507500000002,1.7259837425087656,226872.5,4.9446976128547924e-24,0.689963276646778,-0.032682543530686586,1.6466629466556886,1.6793454901863751,0.0002718868950516585,0.0,-0.0002718868950516585,6,0.0264087969957057,-0.08845584160197,9.707810285124521e-24,True,1.6793454901863751,0.689963276646778
D120,0.032083773197933665,0.26824874200000004,0.0,0.0,0.2361649688020664,0.0,1.6790057523679667,190804.0,9.384054635457304e-43,0.421290606121552,-0.03183902332687678,1.6041633944692177,1.6360024177960946,0.9352909189777052,0.5205479452054794,-0.4147429737722258,6,0.0332061258113662,-0.0471222150341654,2.8233411132652927e-42,True,1.6360024177960946,0.421290606121552
D631,0.000877734935290919,0.018687920301369863,0.0,0.0,0.017810185366078944,0.0,1.6741624136903546,171289.0,1.0147311098135032e-73,0.27592422921927495,-0.031751850690208604,1.5997713265559892,1.6315231772461978,0.9885807504078303,0.7123287671232876,-0.2762519832845427,6,0.033316816096911,0.0181800192383929,5.073655549067516e-73,True,1.6315231772461978,0.27592422921927495
D80,0.0303554241120174,0.14303091064383563,0.00921,0.0751,0.11267548653181823,0.06589,1.671845993270248,232571.5,6.301404705027311e-28,0.7324148770549808,-0.03171014509683865,1.5976700502215428,1.6293801953183815,0.34991843393148453,0.0,-0.34991843393148453,6,0.0273734827575657,-0.0230840107053039,1.3433976288325096e-27,True,1.6293801953183815,0.7324148770549808
D268,0.0011779590356171832,0.04451735160273973,0.0,0.0,0.04333939256712255,0.0,1.6612985175182984,158919.0,2.9441510874130003e-46,0.18378064314286346,-0.0315201339671642,1.5880966127565737,1.619616746723738,0.9915715062533986,0.8082191780821918,-0.18335232817120684,6,0.0256985751347305,0.0020400532661621,9.608284201393323e-46,True,1.619616746723738,0.18378064314286346
D362,0.008122620989668298,0.07191780821917808,0.0,0.0,0.06379518722950978,0.0,1.6531641411761107,170443.0,1.6805230873037432e-21,0.2696224124188995,-0.03137347061061574,1.5807071904910213,1.612080661101637,0.9439912996193583,0.684931506849315,-0.2590597927700433,6,0.0278434539931306,0.0736071479125916,3.122897180952143e-21,True,1.612080661101637,0.2696224124188995
D364,0.011215334420880914,0.1232876712328767,0.0,0.0,0.1120723368119958,0.0,1.6526618812820881,164967.0,3.1966214177631443e-22,0.22883192920512196,-0.03136441130601024,1.580250750458984,1.6116151617649943,0.9627514953779228,0.7397260273972602,-0.22302546798066258,6,0.0292328839821755,0.0629699994781086,6.053547371513312e-22,True,1.6116151617649943,0.22883192920512196
D685,0.029635671560630777,0.2054794520547945,0.0,0.0,0.17584378049416374,0.0,1.6503310304548546,175732.0,4.9644094814909954e-18,0.30901994085528917,-0.031322364193783446,1.5781322671881581,1.6094546313819416,0.9042958129418162,0.6164383561643836,-0.2878574567774326,6,0.0282680970746528,0.0607980332332446,8.690842795053504e-18,True,1.6094546313819416,0.30901994085528917
D290,0.0032626427406199023,0.0684931506849315,0.0,0.0,0.0652305079443116,0.0,1.6487289837074321,158608.5,1.1312240215631583e-38,0.18146774229591722,-0.03129345915028291,1.5766759281471303,1.6079693872974132,0.9893964110929854,0.8082191780821918,-0.18117723301079358,6,0.0225438645748002,-0.0084061665617609,3.195937784497541e-38,True,1.6079693872974132,0.18146774229591722
D674,0.02485046220772159,0.13561643835616435,0.0,0.0,0.11076597614844276,0.0,1.6470302012822156,173836.5,2.1044867253938875e-10,0.29490044470267485,-0.031262804204630235,1.575131422803151,1.6063942270077813,0.8167482327351822,0.5616438356164384,-0.2551043971187438,6,0.033987724925812,0.0518411278703046,3.125252722540068e-10,True,1.6063942270077813,0.29490044470267485
D267,0.0033985861881457315,0.0684931506849315,0.0,0.0,0.06509456449678577,0.0,1.6457600487352868,160330.0,1.7622719787784643e-40,0.1942911200995181,-0.031239880938078026,1.573976466989738,1.605216347927816,0.9883088635127787,0.7945205479452054,-0.19378831556757325,6,0.0221699147370508,0.0017370101072413,5.1032459385459696e-40,True,1.605216347927816,0.1942911200995181
D133,0.0222941593879826,0.151928891739726,0.0,0.0909,0.12963473235174341,0.0909,1.6323859672164283,197914.0,1.302259897522765e-32,0.47425268348640937,-0.0309983520914822,1.561807383458513,1.5928057355499954,0.8787384448069603,0.4246575342465753,-0.45408091056038496,5,0.0243951586927809,-0.0394404691150017,3.0576710431700054e-32,True,1.5928057355499954,0.47425268348640937
D335,0.016730390693311583,0.11590326665753424,0.0,0.0769,0.09917287596422265,0.0769,1.6304219133523539,205299.5,7.711631866194984e-43,0.5292669482372045,-0.030962858056401456,1.560019067554035,1.5909819256104365,0.8898858075040783,0.3561643835616438,-0.5337214239424345,6,0.0406071706744671,0.0083608196864001,2.3302539769589192e-42,True,1.5909819256104365,0.5292669482372045
D690,0.0061627696150081575,0.06849315065753424,0.0,0.0,0.062330381042526084,0.0,1.6301787117395772,160081.0,6.536351565668627e-14,0.19243633004834382,-0.030958462528484894,1.5597976052022926,1.5907560677307775,0.9540511147362697,0.7671232876712328,-0.18692782706503686,6,0.0506619876295255,0.0181028896927667,1.0663766051971116e-13,True,1.5907560677307775,0.19243633004834382
D329,0.002501359434475258,0.057534246575342465,0.0,0.0,0.05503288714086721,0.0,1.618334352496515,153156.0,2.7759224645022685e-25,0.14085230954881678,-0.030744277586160756,1.5490062049575237,1.5797504825436846,0.9893964110929854,0.8493150684931506,-0.14008134259983474,6,0.0380633714569857,0.0443053227208689,5.608331723340339e-25,True,1.5797504825436846,0.14085230954881678
D661,0.05612249494100054,0.23038792028767127,0.0,0.181818182,0.17426542534667072,0.181818182,1.6104369882722291,191508.0,2.8269151158860463e-13,0.4265346711658362,-0.030601342696572286,1.541804636136887,1.5724059788334592,0.6489940184883088,0.3424657534246575,-0.30652826506365133,6,0.0310406991304398,0.0872642222579447,4.5062064347266106e-13,True,1.5724059788334592,0.4265346711658362
D66,0.04513139109081023,0.15336811102739722,0.016,0.139751714,0.108236719936587,0.123751714,1.6034255018724766,195435.0,4.267559706981972e-12,0.455786721490983,-0.030474358181355903,1.5354067039866723,1.5658810621680281,0.41625883632408917,0.2465753424657534,-0.16968349385833575,6,0.0309325786489922,0.0361471184468411,6.547359815347617e-12,True,1.5658810621680281,0.455786721490983
D75,0.1032856734358347,0.29042225764383567,0.0792,0.266489703,0.18713658420800097,0.18728970300000003,1.5991124728381494,230371.5,1.3988463818197083e-26,0.7160271737915931,-0.0303962064800807,1.5314691429279008,1.5618653494079815,0.3270799347471452,0.0,-0.3270799347471452,6,0.0468633114203844,-0.0262828139625919,2.902084284670738e-26,True,1.5618653494079815,0.7160271737915931
D43,0.0719976276617727,0.22417551227397262,0.0606,0.199918983,0.15217788461219992,0.139318983,1.5902521915574686,220448.5,3.013958497103266e-22,0.642111183117686,-0.03023556667339054,1.5233755373250801,1.5536111039984706,0.38363240891789013,0.0547945205479452,-0.32883788836994493,6,0.0406203393273085,-0.0261173462236083,5.723227200783525e-22,True,1.5536111039984706,0.642111183117686
D377,0.013118542686242523,0.10787671232876712,0.0,0.0,0.0947581696425246,0.0,1.5844930510526964,178928.0,1.0293635828569415e-25,0.33282680432337397,-0.03013108518786549,1.5181113879584853,1.5482424731463509,0.9282218597063622,0.6027397260273972,-0.32548213367896495,6,0.0386233502948109,0.0494703925935326,2.104140264957572e-25,True,1.5482424731463509,0.33282680432337397
D911,0.15881842926427409,0.3804700250410959,0.11827957,0.333333333,0.2216515957768218,0.215053763,1.5764125209181699,217918.5,6.33995324240995e-20,0.6232653243647903,-0.029984401547105806,1.5107209437021183,1.540705345249224,0.07041870581837956,0.0,-0.07041870581837956,6,0.0297280679395126,0.0212076864331687,1.1504614891579414e-19,True,1.540705345249224,0.6232653243647903
D747,0.05376563349646547,0.21746575342465754,0.0,0.125,0.16370011992819206,0.125,1.5739034171649733,181582.5,1.1328345571213824e-10,0.35260005810185713,-0.029938833661267934,1.5084250713170324,1.5383639049783004,0.7107123436650353,0.4520547945205479,-0.2586575491444874,6,0.0399720915328642,0.0659742231602768,1.6895279339042077e-10,True,1.5383639049783004,0.35260005810185713
D36,0.05692018411228928,0.21278804906849313,0.0,0.16666667,0.15586786495620386,0.16666667,1.5618170110854066,195756.5,2.8864837927457598e-15,0.45818156085424633,-0.029719194500550918,1.4973588681236458,1.5270780626241967,0.6574225122349103,0.2876712328767123,-0.369751279358198,6,0.0333884658648481,-0.0500789486494378,4.8810370704581584e-15,True,1.5270780626241967,0.45818156085424633
D21,0.011584632851277869,0.03544246575342465,0.00799,0.029,0.02385783290214678,0.02101,1.5617437684800646,249367.0,3.313512657934843e-36,0.857523818036902,-0.029717862812249453,1.4972917729240194,1.5270096357362688,0.0008156606851549756,0.0,-0.0008156606851549756,6,0.0222860791088859,-0.0352666657908001,8.657486079942542e-36,True,1.5270096357362688,0.857523818036902
D154,0.005056380976345839,0.04926469967123288,0.0,0.0385,0.04420831869488704,0.0385,1.5588279556928895,199634.0,2.6306749480244023e-47,0.4870648878559669,-0.02966484108329659,1.4946203493748629,1.5242851904581594,0.9200652528548124,0.4520547945205479,-0.4680104583342645,5,0.024431333981322,-0.01946859584186,8.83245936655536e-47,True,1.5242851904581594,0.4870648878559669
D104,0.5689376678115824,0.8803688173972603,0.521768792,0.902727823,0.31143114958567786,0.38095903099999995,1.5437946026332476,253698.0,7.529665146371501e-39,0.8897852465976894,-0.0293912626063767,1.4808364913185164,1.5102277539248932,0.006797172376291463,0.0,-0.006797172376291463,6,0.0374357564188324,-0.018561460673786,2.144720195380407e-38,True,1.5102277539248932,0.8897852465976894
D162,0.10045905385127786,0.24885707764383563,0.0833,0.25,0.1483980237925578,0.16670000000000001,1.5304809176425413,178723.0,7.885934839425486e-07,0.33129976833746744,-0.02914868811235698,1.4686147243458767,1.4977634124582337,0.27025557368134856,0.3013698630136986,0.031114289332350054,6,0.0358398733300301,0.0603303061322386,1.0983416259320067e-06,True,1.4977634124582337,0.33129976833746744
D31,0.10670821652311038,0.2643114834794521,0.0849,0.17537256,0.15760326695634172,0.09047256000000001,1.5198199930079523,198543.5,2.202166873056692e-12,0.47894180130654695,-0.028954251164208956,1.458818298383016,1.487772549547225,0.10141381185426862,0.0,-0.10141381185426862,6,0.0319037651317363,-0.0360489886070033,3.4086992801211606e-12,True,1.487772549547225,0.47894180130654695
D686,0.02175095158319739,0.12937595121917808,0.0,0.0,0.10762499963598068,0.0,1.5078454655869493,182126.0,1.6352911932660465e-18,0.35664856570351655,-0.028735650229894483,1.4478044047335887,1.4765400549634833,0.8705818379554106,0.5342465753424658,-0.3363352626129448,6,0.0419807734214599,0.0194293533853073,2.8919271738419906e-18,True,1.4765400549634833,0.35664856570351655
D616,0.0027868406742795,0.05821917808219178,0.0,0.0,0.05543233740791228,0.0,1.5030667312184454,160712.5,4.1562049633518836e-54,0.19714034578053896,-0.028648351470547537,1.4434059823106007,1.4720543337811482,0.9921152800435019,0.7945205479452054,-0.19759473209829648,6,0.0319255216497884,0.0208325750335195,1.6137220388433293e-53,True,1.4720543337811482,0.19714034578053896
D389,0.029567699836867863,0.20205479452054795,0.0,0.0,0.1724870946836801,0.0,1.5021818734707502,186782.5,1.4285722768962006e-31,0.3913346294516824,-0.028632182952360474,1.4425913547778344,1.4712235377301948,0.9197933659597607,0.5342465753424658,-0.3855467906172949,6,0.0316662634912063,0.0169684807354937,3.244633112558364e-31,True,1.4712235377301948,0.3913346294516824
D457,0.026910313574768897,0.10697560338356166,0.0,0.0952,0.08006528980879277,0.0952,1.4968264691640407,185831.0,5.645635561371233e-12,0.38424694779026725,-0.028534301432531915,1.4376597351897584,1.4661940366222903,0.6946710168569875,0.4246575342465753,-0.2700134826104122,6,0.0284796764201139,0.0436203343086814,8.623553220116499e-12,True,1.4661940366222903,0.38424694779026725
D699,0.0300163132137031,0.15342465753424658,0.0,0.1,0.12340834432054348,0.1,1.4902853344228393,192636.0,9.491597240612917e-22,0.4349370935663366,-0.028414689671939906,1.4316332686766393,1.4600479583485793,0.8306144643828167,0.4246575342465753,-0.4059569301362414,6,0.0385648818872203,0.0011387806966893,1.7925706745179286e-21,True,1.4600479583485793,0.4349370935663366
D30,0.2865390508836324,0.08973311643835617,0.25757045999999995,0.0876,-0.19680593444527622,-0.16997045999999993,-1.4865266881687786,6658.5,4.4522821658083543e-44,-0.9504011262821516,0.02834592973123628,-1.4281688979655858,-1.456514827696822,0.0,0.0,0.0,6,-0.0421376546519147,-0.002783643990994,1.4065164114712757e-43,True,1.456514827696822,0.9504011262821516
D73,0.030444239008428492,0.129406968739726,0.0,0.0843,0.09896272973129752,0.0843,1.4846778675057861,187669.5,3.380707669331521e-13,0.39794185344923916,-0.028312100015799573,1.4264644364124772,1.4547765364282768,0.7153344208809136,0.3972602739726027,-0.3180741469083109,6,0.0305989473076753,0.0229969053785601,5.364364909099103e-13,True,1.4547765364282768,0.39794185344923916
D750,0.03663675910821099,0.1952054794520548,0.0,0.0,0.1585687203438438,0.0,1.4763211345895455,174753.5,8.44350792730844e-12,0.301731137381096,-0.028159124934307982,1.4187570069641764,1.4469161318984844,0.8393148450244698,0.5753424657534246,-0.2639723792710452,6,0.0417872502775426,0.0270463312208942,1.2812746745588135e-11,True,1.4469161318984844,0.301731137381096
D159,0.03038264923137575,0.08926354397260275,0.0323,0.0645,0.058880894741227,0.0322,1.4746819504060646,196393.0,4.054714937642434e-13,0.46292282136658547,-0.028129106476314746,1.417244570135421,1.4453736766117358,0.47145187601957583,0.2328767123287671,-0.23857516369080872,6,0.0302570159336203,-0.0340128502639681,6.419195630208409e-13,True,1.4453736766117358,0.46292282136658547
D145,0.1303520998091354,0.287144678630137,0.115384615,0.269230769,0.1567925788210016,0.15384615399999998,1.4730874850837528,205393.0,6.715091543092414e-15,0.5299634256258985,-0.028099903127873315,1.4157732014290152,1.4438731045568884,0.1468189233278956,0.0273972602739726,-0.11942166305392299,6,0.0329669727796639,0.0742348092298405,1.1272919377896684e-14,True,1.4438731045568884,0.5299634256258985
D149,0.024896148809679174,0.10635825947945206,0.0,0.0882,0.08146211066977288,0.0882,1.4681228666793908,196326.0,1.2666796189557943e-15,0.46242374131265507,-0.028008949764823893,1.411190647055099,1.439199596819923,0.6598694942903752,0.3287671232876712,-0.331102371002704,6,0.0268356450920978,-0.0618644743515502,2.157701801897738e-15,True,1.439199596819923,0.46242374131265507
D88,0.09663782168923328,0.212511066739726,0.058,0.197532497,0.11587324505049272,0.139532497,1.4638377121412354,205963.0,3.5517807262671238e-15,0.5342093305623217,-0.027930415057709514,1.4072337887980249,1.4351642038557344,0.0002718868950516585,0.0,-0.0002718868950516585,6,0.0270472352299249,0.0300622201791921,5.9914747688243955e-15,True,1.4351642038557344,0.5342093305623217
D156,0.026644915741163677,0.13111545995890408,0.0,0.142857143,0.10447054421774041,0.142857143,1.4424829690776464,186606.0,1.4256648176217761e-19,0.39001988871259696,-0.027538640334401725,1.3874947828757493,1.4150334232101511,0.8504622077215879,0.4794520547945205,-0.37101015292706735,6,0.0253006953795273,0.0138274254150154,2.5736027227198295e-19,True,1.4150334232101511,0.39001988871259696
D330,0.0022430668841761825,0.05136986301369863,0.0,0.0,0.04912679612952244,0.0,1.4317493603062719,149781.5,1.4457979861364746e-22,0.11571580742958876,-0.027341469464571763,1.3775606122013009,1.4049020816658726,0.9921152800435019,0.8767123287671232,-0.11540295127637867,6,0.0367235978299591,0.0441606201462978,2.7605208801232136e-22,True,1.4049020816658726,0.11571580742958876
D17,0.5780041760182164,0.7262954293424658,0.5818804150000001,0.704674822,0.14829125332424942,0.12279440699999988,1.4044392529270824,229220.0,3.559340306376416e-25,0.7074497009244154,-0.02683904578151751,1.3522467175948107,1.3790857633763283,0.0,0.0,0.0,6,0.0316158356710072,0.0131039321467427,7.170265254874229e-25,True,1.3790857633763283,0.7074497009244154
D390,0.016721044058183795,0.11415525121917808,0.0,0.0,0.09743420716099428,0.0,1.3893885318549641,181498.5,9.398586043023715e-28,0.35197434579543674,-0.026561701650036507,1.3382731324497863,1.3648348340998229,0.9260467645459489,0.5753424657534246,-0.3507042987925243,6,0.0372472759054182,0.0079175842823138,1.9854155926752225e-27,True,1.3648348340998229,0.35197434579543674
D415,0.04799914805546492,0.18082739724657537,0.0,0.133333333,0.13282824919111044,0.133333333,1.388581493090076,210149.5,4.246056175963352e-25,0.5653943849769454,-0.02654682102471128,1.3375233935464106,1.3640702145711219,0.7196846112017401,0.1917808219178082,-0.5279037892839319,6,0.0374699468055256,0.060832007210489,8.50434882505628e-25,True,1.3640702145711219,0.5653943849769454
D287,0.005845568243610658,0.0958904109589041,0.0,0.0,0.09004484271529345,0.0,1.359229718847581,154906.5,2.570244469783268e-29,0.1538917070772532,-0.026004994311841403,1.3102242339582566,1.336229228270098,0.9893964110929854,0.8356164383561644,-0.15377997273682098,6,0.0191997218547942,-0.0115161570057188,5.688916899679526e-29,True,1.336229228270098,0.1538917070772532
D749,0.017786561022022834,0.09784657532876713,0.0,0.0,0.0800600143067443,0.0,1.3530323596636575,163474.0,2.4941379769723693e-07,0.21771063785410472,-0.025890438739461164,1.3044525162155927,1.3303429549550538,0.8548123980424144,0.6712328767123288,-0.1835795213300856,6,0.0369552260045798,-0.0143543611699199,3.501870492920801e-07,True,1.3303429549550538,0.21771063785410472
D702,0.00787387167074497,0.05764931508219178,0.0,0.0,0.04977544341144681,0.0,1.3515758957073554,183051.0,1.0647612146547391e-23,0.36353885003016817,-0.02586350889279223,1.3030956946258898,1.3289592035186821,0.9023926046764545,0.547945205479452,-0.3544473991970025,6,0.042065758484403,-0.0074928900008421,2.072854465504324e-23,True,1.3289592035186821,0.36353885003016817
D278,0.00632137030995106,0.0684931506849315,0.0,0.0,0.062171780374980445,0.0,1.350269291093545,157010.0,1.159889257402039e-18,0.16956058608386027,-0.025839347430663122,1.3018783541093017,1.3277177015399648,0.9760739532354541,0.8082191780821918,-0.1678547751532623,6,0.0206601837095648,-0.0374401753762788,2.0564363109551455e-18,True,1.3277177015399648,0.16956058608386027
D598,0.034189777052746055,0.17465753424657535,0.0,0.0,0.14046775719382928,0.0,1.3415907381751797,171414.0,9.994313006211333e-13,0.2768553487228764,-0.025678805630780614,1.293789686438511,1.3194684920692916,0.8822729744426319,0.6301369863013698,-0.25213598814126204,6,0.0210076249311597,0.0860976893040422,1.564425121467765e-12,True,1.3194684920692916,0.2768553487228764
D701,0.019523563520663402,0.10685205478082191,0.0,0.0,0.08732849126015851,0.0,1.3255286357367004,173083.5,5.686186532027396e-12,0.2892913808129791,-0.025381405155429644,1.2788055912557583,1.304186996411188,0.858346927678086,0.589041095890411,-0.269305831787675,6,0.0456252417609478,-0.0073711380720386,8.666446578418948e-12,True,1.304186996411188,0.2892913808129791
D83,0.1883874084738989,0.4018264839589041,0.111111111,0.444444444,0.21343907548500518,0.333333333,1.3194540445180036,198963.5,4.469858897007979e-13,0.48207036283864824,-0.025268838373810394,1.2731340758749852,1.2984029142487956,0.22920065252854813,0.1506849315068493,-0.07851572102169882,6,0.0238654891599455,0.0640476699850856,7.060345303228514e-13,True,1.2984029142487956,0.48207036283864824
D58,0.049263473845296356,0.17305076490410962,0.0,0.13429191,0.12378729105881325,0.13429191,1.318896405975967,206736.5,2.7635828433252496e-18,0.5399710980506083,-0.02525850239881655,1.2726133126417438,1.2978718150405604,0.5687873844480696,0.1780821917808219,-0.39070519266724774,6,0.0258371877450086,0.0240999155183967,4.862506521800123e-18,True,1.2978718150405604,0.5399710980506083
D811,0.02109462570880913,0.10445205483561643,0.0,0.0833,0.0833574291268073,0.0833,1.318176535760766,214119.5,6.323532468699856e-35,0.5949667404113315,-0.025245158794534053,1.2719410143328265,1.2971861731273606,0.8042414355628059,0.2465753424657534,-0.5576660930970525,6,0.0364404549039014,-0.0354035278874598,1.5865902764427436e-34,True,1.2971861731273606,0.5949667404113315
D607,0.05138078149075584,0.16242465764383562,0.0,0.0714,0.11104387615307978,0.0714,1.314616568766237,168343.0,2.3115119242557344e-05,0.2539796047583931,-0.025179160487919214,1.2686157845831079,1.293794945071027,0.6035889070146819,0.4794520547945205,-0.12413685222016141,6,0.0302606360607927,0.0877811349436483,3.119419004578127e-05,True,1.293794945071027,0.2539796047583931
D139,0.10917048862398042,0.22014885843835616,0.0952,0.19047619,0.11097836981437574,0.09527618999999998,1.3048786515784305,203389.5,3.311233149331368e-14,0.5150394422221725,-0.024998541632230427,1.2595155633334683,1.2845141049656987,0.10277324632952692,0.0,-0.10277324632952692,6,0.0279896313858617,0.0509287135403161,5.42761094053137e-14,True,1.2845141049656987,0.5150394422221725
D147,0.02090810222947254,0.13835616438356163,0.0,0.1,0.1174480621540891,0.1,1.2933634032301409,193383.0,7.65213816905696e-38,0.44050146371985965,-0.024784792550921156,1.248746123319014,1.2735309158699353,0.9162588363240892,0.4794520547945205,-0.4368067815295687,5,0.0201755431537886,-0.0308306449596107,2.102069576084817e-37,True,1.2735309158699353,0.44050146371985965
D202,0.6482782328912453,0.5110586704657535,0.593172082,0.581410819,-0.13721956242549183,-0.011761263000000022,-1.2904550380212174,53909.0,4.489406027032456e-21,-0.5984342294427436,0.02473077869364457,-1.246024712811288,-1.2707554915049326,0.0002718868950516585,0.0,-0.0002718868950516585,6,-0.0253453788066631,0.0268069583473062,8.276225964953732e-21,True,1.2707554915049326,0.5984342294427436
D168,0.03450461431729201,0.12622035228767123,0.0,0.0,0.09171573797037921,0.0,1.2891537727467022,166468.5,1.5259279970344384e-05,0.24001653668238387,-0.024706608084147933,1.2448069114177522,1.2695135195019003,0.6949429037520392,0.5342465753424658,-0.16069632840957337,6,0.0240092353453035,-0.0536907245440889,2.0713280428494817e-05,True,1.2695135195019003,0.24001653668238387
