row_index,binary_selected,binary_k2,binary_k3,binary_k4,binary_k2_aligned_to_mixed,binary_k4_aligned_to_mixed,mixed_classical_selected,mixed_balanced_selected,mixed_balanced_k2,mixed_balanced_k4,Activity
1146,2,1,1,2,1,2,0,0,1,2,0
1147,2,1,1,2,1,2,0,0,1,2,1
1148,2,1,1,2,1,2,0,0,1,2,0
1149,3,0,0,0,0,0,1,1,0,0,0
1150,2,1,1,2,1,2,0,0,1,2,1
1151,2,1,1,2,1,2,0,0,1,2,0
1152,0,0,0,1,0,1,1,3,0,1,0
1153,1,1,2,3,1,3,1,2,1,3,1
1154,2,1,1,2,1,2,0,0,1,2,1
1155,2,1,1,2,1,2,0,0,1,2,0
1156,3,0,0,0,0,0,1,1,0,0,1
1157,1,1,2,3,1,3,1,2,1,3,1
1158,1,1,2,3,1,3,1,2,1,3,0
1159,1,1,2,3,1,3,1,2,1,3,1
1160,1,1,2,3,1,3,1,2,1,3,0
1161,2,1,1,2,1,2,0,0,1,2,1
1162,0,0,0,1,0,1,1,3,0,1,0
1163,3,0,0,0,0,0,1,1,0,0,1
1164,2,1,1,2,1,2,0,0,1,2,1
1165,1,1,2,3,1,3,1,2,1,3,1
1166,3,0,0,0,0,0,1,1,0,0,0
1167,1,1,2,3,1,3,1,2,1,3,1
1168,0,0,0,1,0,1,1,3,0,1,0
1169,3,0,0,0,0,0,1,1,0,0,1
1170,3,0,0,0,0,0,1,1,0,0,1
1171,0,0,0,1,0,1,1,3,0,1,1
1172,1,1,2,3,1,3,1,2,1,3,1
1173,1,1,2,3,1,3,1,2,1,3,1
1174,1,1,2,3,1,3,1,2,1,3,1
1175,3,0,0,0,0,0,1,1,0,0,1
1176,2,1,1,2,1,2,0,0,1,2,1
1177,3,0,0,0,0,0,1,1,0,0,1
1178,3,0,0,0,0,0,1,1,0,0,0
1179,0,0,0,1,0,1,1,3,0,1,0
1180,0,0,0,1,0,1,1,3,0,1,1
1181,3,0,0,0,0,0,1,1,0,0,0
1182,2,1,1,2,1,2,0,0,1,2,1
1183,1,1,2,3,1,3,1,2,1,3,0
1184,0,0,0,1,0,1,1,3,0,1,0
1185,3,0,0,0,0,0,1,1,0,0,1
1186,3,0,0,0,0,0,1,1,0,0,0
1187,0,0,0,1,0,1,1,3,0,1,0
1188,1,1,2,3,1,3,1,2,1,3,1
1189,1,1,2,3,1,3,1,2,1,3,0
1190,1,1,2,3,1,3,1,2,1,3,1
1191,0,0,0,1,0,1,1,3,0,1,0
1192,0,0,0,1,0,1,1,3,0,1,0
1193,2,1,1,2,1,2,0,0,1,2,0
1194,1,1,2,3,1,3,1,2,1,3,1
1195,1,1,2,3,1,3,1,2,1,3,0
1196,3,0,0,0,0,0,1,1,0,0,1
1197,1,1,2,3,1,3,1,2,1,3,1
1198,2,1,1,2,1,2,0,0,1,2,1
1199,2,1,1,2,1,2,0,0,1,2,1
1200,0,0,0,1,0,1,1,3,0,1,0
1201,3,0,0,0,0,0,1,1,0,0,1
1202,2,1,1,2,1,2,0,0,1,2,1
1203,3,0,0,0,0,0,1,1,0,0,1
1204,1,1,2,3,1,3,1,2,1,3,1
1205,2,1,1,2,1,2,0,0,1,2,0
1206,3,0,0,0,0,0,1,1,0,0,0
1207,1,1,2,3,1,3,1,2,1,3,0
1208,1,1,2,3,1,3,1,2,1,3,1
1209,3,0,0,0,0,0,1,1,0,0,0
1210,3,0,0,0,0,0,1,1,0,0,1
1211,0,0,0,1,0,1,1,3,0,1,0
1212,0,0,0,1,0,1,1,3,0,1,0
1213,3,0,0,0,0,0,1,1,0,0,0
1214,0,0,0,1,0,1,1,3,0,1,1
1215,1,1,2,3,1,3,1,2,1,3,0
1216,3,0,0,0,0,0,1,1,0,0,1
1217,3,0,0,0,0,0,1,1,0,0,1
1218,2,1,1,2,1,2,0,0,1,2,1
1219,3,0,0,0,0,0,1,1,0,0,0
1220,1,1,2,3,1,3,1,2,1,3,1
1221,0,0,0,1,0,1,1,3,0,1,0
1222,3,0,0,0,0,0,1,1,0,0,1
1223,1,1,2,3,1,3,1,2,1,3,0
1224,1,1,2,3,1,3,1,2,1,3,1
1225,1,1,2,3,1,3,1,2,1,3,1
1226,2,1,1,2,1,2,0,0,1,2,1
1227,0,0,0,1,0,1,1,3,0,1,0
1228,1,1,2,3,1,3,1,2,1,3,1
1229,1,1,2,3,1,3,1,2,1,3,1
1230,3,0,0,0,0,0,1,1,0,0,0
1231,0,0,0,1,0,1,1,3,0,1,0
1232,1,1,2,3,1,3,1,2,1,3,0
1233,1,1,2,3,1,3,1,2,1,3,1
1234,2,1,1,2,1,2,0,0,1,2,0
1235,1,1,2,3,1,3,1,2,1,3,1
1236,3,0,0,0,0,0,1,1,0,0,1
1237,1,1,2,3,1,3,1,2,1,3,1
1238,2,1,1,2,1,2,0,0,1,2,0
1239,1,1,2,3,1,3,1,2,1,3,1
1240,3,0,0,0,0,0,1,1,0,0,0
1241,1,1,2,3,1,3,1,2,1,3,0
1242,1,1,2,3,1,3,1,2,1,3,1
1243,1,1,2,3,1,3,1,2,1,3,1
1244,0,0,0,1,0,1,1,3,0,1,0
1245,1,1,2,3,1,3,1,2,1,3,1
1246,2,1,1,2,1,2,0,0,1,2,0
1247,3,0,0,0,0,0,1,1,0,0,0
1248,1,1,2,3,1,3,1,2,1,3,1
1249,3,0,0,0,0,0,1,1,0,0,0
1250,2,1,1,2,1,2,0,0,1,2,1
1251,1,1,2,3,1,3,1,2,1,3,0
1252,2,1,1,2,1,2,0,0,1,2,1
1253,2,1,1,2,1,2,0,0,1,2,1
1254,0,0,0,1,0,1,1,3,0,1,0
1255,3,0,0,0,0,0,1,1,0,0,1
1256,3,0,0,0,0,0,1,1,0,0,0
1257,3,0,0,0,0,0,1,1,0,0,0
1258,2,1,1,2,1,2,0,0,1,2,1
1259,1,1,2,3,1,3,1,2,1,3,1
1260,1,1,2,3,1,3,1,2,1,3,1
1261,1,1,2,3,1,3,1,2,1,3,0
1262,1,1,2,3,1,3,1,2,1,3,0
1263,3,0,0,0,0,0,1,1,0,0,1
1264,1,1,2,3,1,3,1,2,1,3,1
1265,2,1,1,2,1,2,0,0,1,2,1
1266,1,1,2,3,1,3,1,2,1,3,1
1267,2,1,1,2,1,2,0,0,1,2,1
1268,2,1,1,2,1,2,0,0,1,2,0
1269,2,1,1,2,1,2,0,0,1,2,1
1270,3,0,0,0,0,0,1,1,0,0,1
1271,1,1,2,3,1,3,1,2,1,3,1
1272,3,0,0,0,0,0,1,1,0,0,0
1273,0,0,0,1,0,1,1,3,0,1,1
1274,3,0,0,0,0,0,1,1,0,0,0
1275,2,1,1,2,1,2,0,0,1,2,0
1276,1,1,2,3,1,3,1,2,1,3,1
1277,2,1,1,2,1,2,0,0,1,2,1
1278,0,0,0,1,0,1,1,3,0,1,0
1279,1,1,2,3,1,3,1,2,1,3,1
1280,1,1,2,3,1,3,1,2,1,3,1
1281,0,0,0,1,0,1,1,3,0,1,1
1282,2,1,1,2,1,2,0,0,1,2,0
1283,1,1,2,3,1,3,1,2,1,3,1
1284,2,1,1,2,1,2,0,0,1,2,0
1285,3,0,0,0,0,0,1,1,0,0,0
1286,2,1,1,2,1,2,0,0,1,2,1
1287,3,0,0,0,0,0,1,1,0,0,0
1288,2,1,1,2,1,2,0,0,1,2,0
1289,1,1,2,3,1,3,1,2,1,3,1
1290,1,1,2,3,1,3,1,2,1,3,1
1291,0,0,0,1,0,1,1,3,0,1,1
1292,1,1,2,3,1,3,1,2,1,3,0
1293,1,1,2,3,1,3,1,2,1,3,0
1294,0,0,0,1,0,1,1,3,0,1,0
1295,2,1,1,2,1,2,0,0,1,2,0
1296,2,1,1,2,1,2,0,0,1,2,0
1297,3,0,0,0,0,0,1,1,0,0,1
1298,0,0,0,1,0,1,1,3,0,1,0
1299,3,0,0,0,0,0,1,1,0,0,0
1300,2,1,1,2,1,2,0,0,1,2,1
1301,3,0,0,0,0,0,1,1,0,0,1
1302,2,1,1,2,1,2,0,0,1,2,0
1303,1,1,2,3,1,3,1,2,1,3,0
1304,2,1,1,2,1,2,0,0,1,2,0
1305,1,1,2,3,1,3,1,2,1,3,0
1306,2,1,1,2,1,2,0,0,1,2,1
1307,1,1,2,3,1,3,1,2,1,3,1
1308,3,0,0,0,0,0,1,1,0,0,0
1309,2,1,1,2,1,2,0,0,1,2,0
1310,2,1,1,2,1,2,0,0,1,2,1
1311,1,1,2,3,1,3,1,2,1,3,1
1312,1,1,2,3,1,3,1,2,1,3,1
1313,1,1,2,3,1,3,1,2,1,3,1
1314,3,0,0,0,0,0,1,1,0,0,0
1315,0,0,0,1,0,1,1,3,0,1,0
1316,2,1,1,2,1,2,0,0,1,2,1
1317,3,0,0,0,0,0,1,1,0,0,0
1318,3,0,0,0,0,0,1,1,0,0,1
1319,3,0,0,0,0,0,1,1,0,0,0
1320,3,0,0,0,0,0,1,1,0,0,1
1321,3,0,0,0,0,0,1,1,0,0,0
1322,1,1,2,3,1,3,1,2,1,3,0
1323,2,1,1,2,1,2,0,0,1,2,1
1324,1,1,2,3,1,3,1,2,1,3,0
1325,2,1,1,2,1,2,0,0,1,2,1
1326,3,0,0,0,0,0,1,1,0,0,1
1327,2,1,1,2,1,2,0,0,1,2,0
1328,3,0,0,0,0,0,1,1,0,0,0
1329,2,1,1,2,1,2,0,0,1,2,1
1330,2,1,1,2,1,2,0,0,1,2,1
1331,1,1,2,3,1,3,1,2,1,3,1
1332,1,1,2,3,1,3,1,2,1,3,1
1333,3,0,0,0,0,0,1,1,0,0,0
1334,0,0,0,1,0,1,1,3,0,1,1
1335,0,0,0,1,0,1,1,3,0,1,0
1336,0,0,0,1,0,1,1,3,0,1,1
1337,3,0,0,0,0,0,1,1,0,0,0
1338,3,0,0,0,0,0,1,1,0,0,1
1339,1,1,2,3,1,3,1,2,1,3,1
1340,1,1,2,3,1,3,1,2,1,3,0
1341,1,1,2,3,1,3,1,2,1,3,0
1342,1,1,2,3,1,3,1,2,1,3,0
1343,1,1,2,3,1,3,1,2,1,3,1
1344,2,1,1,2,1,2,0,0,1,2,1
1345,3,0,0,0,0,0,1,1,0,0,1
1346,2,1,1,2,1,2,0,0,1,2,0
1347,3,0,0,0,0,0,1,1,0,0,0
1348,2,1,1,2,1,2,0,0,1,2,1
1349,2,1,1,2,1,2,0,0,1,2,0
1350,0,0,0,1,0,1,1,3,0,1,0
1351,3,0,0,0,0,0,1,1,0,0,1
1352,1,1,2,3,1,3,1,2,1,3,1
1353,2,1,1,2,1,2,0,0,1,2,1
1354,0,0,0,1,0,1,1,3,0,1,1
1355,2,1,1,2,1,2,0,0,1,2,1
1356,0,0,0,1,0,1,1,3,0,1,0
1357,0,0,0,1,0,1,1,3,0,1,1
1358,0,0,0,1,0,1,1,3,0,1,0
1359,3,0,0,0,0,0,1,1,0,0,0
1360,3,0,0,0,0,0,1,1,0,0,1
1361,2,1,1,2,1,2,0,0,1,2,0
1362,1,1,2,3,1,3,1,2,1,3,1
1363,3,0,0,0,0,0,1,1,0,0,1
1364,2,1,1,2,1,2,0,0,1,2,0
1365,3,0,0,0,0,0,1,1,0,0,0
1366,0,0,0,1,0,1,1,3,0,1,0
1367,1,1,2,3,1,3,1,2,1,3,0
1368,1,1,2,3,1,3,1,2,1,3,1
1369,1,1,2,3,1,3,1,2,1,3,0
1370,1,1,2,3,1,3,1,2,1,3,0
1371,2,1,1,2,1,2,0,0,1,2,1
1372,2,1,1,2,1,2,0,0,1,2,0
1373,1,1,2,3,1,3,1,2,1,3,0
1374,1,1,2,3,1,3,1,2,1,3,1
1375,2,1,1,2,1,2,0,0,1,2,1
1376,1,1,2,3,1,3,1,2,1,3,0
1377,1,1,2,3,1,3,1,2,1,3,1
1378,1,1,2,3,1,3,1,2,1,3,1
1379,3,0,0,0,0,0,1,1,0,0,1
1380,2,1,1,2,1,2,0,0,1,2,1
1381,1,1,2,3,1,3,1,2,1,3,1
1382,2,1,1,2,1,2,0,0,1,2,0
1383,1,1,2,3,1,3,1,2,1,3,1
1384,1,1,2,3,1,3,1,2,1,3,0
1385,1,1,2,3,1,3,1,2,1,3,0
1386,3,0,0,0,0,0,1,1,0,0,0
1387,1,1,2,3,1,3,1,2,1,3,1
1388,2,1,1,2,1,2,0,0,1,2,0
1389,1,1,2,3,1,3,1,2,1,3,0
1390,3,0,0,0,0,0,1,1,0,0,1
1391,1,1,2,3,1,3,1,2,1,3,0
1392,3,0,0,0,0,0,1,1,0,0,0
1393,1,1,2,3,1,3,1,2,1,3,0
1394,1,1,2,3,1,3,1,2,1,3,0
1395,2,1,1,2,1,2,0,0,1,2,1
1396,1,1,2,3,1,3,1,2,1,3,0
1397,1,1,2,3,1,3,1,2,1,3,1
1398,1,1,2,3,1,3,1,2,1,3,1
1399,2,1,1,2,1,2,0,0,1,2,1
1400,3,0,0,0,0,0,1,1,0,0,0
1401,3,0,0,0,0,0,1,1,0,0,1
1402,2,1,1,2,1,2,0,0,1,2,0
1403,3,0,0,0,0,0,1,1,0,0,0
1404,0,0,0,1,0,1,1,3,0,1,0
1405,3,0,0,0,0,0,1,1,0,0,1
1406,2,1,1,2,1,2,0,0,1,2,1
1407,3,0,0,0,0,0,1,1,0,0,0
1408,1,1,2,3,1,3,1,2,1,3,0
1409,0,0,0,1,0,1,1,1,0,0,1
1410,3,0,0,0,0,0,1,1,0,0,0
1411,1,1,2,3,1,3,1,2,1,3,1
1412,2,1,1,2,1,2,0,0,1,2,1
1413,1,1,2,3,1,3,1,2,1,3,1
1414,2,1,1,2,1,2,0,0,1,2,0
1415,2,1,1,2,1,2,0,0,1,2,0
1416,3,0,0,0,0,0,1,1,0,0,0
1417,0,0,0,1,0,1,1,1,0,0,1
1418,2,1,1,2,1,2,0,0,1,2,1
1419,3,0,0,0,0,0,1,1,0,0,1
1420,0,0,0,1,0,1,1,3,0,1,1
1421,1,1,2,3,1,3,1,2,1,3,0
1422,1,1,2,3,1,3,1,2,1,3,0
1423,3,0,0,0,0,0,1,1,0,0,0
1424,1,1,2,3,1,3,1,2,1,3,0
1425,0,0,0,1,0,1,1,3,0,1,0
1426,0,0,0,1,0,1,1,3,0,1,0
1427,1,1,2,3,1,3,1,2,1,3,1
1428,1,1,2,3,1,3,1,2,1,3,1
1429,1,1,2,3,1,3,1,2,1,3,0
1430,2,1,1,2,1,2,0,0,1,2,0
1431,1,1,2,3,1,3,1,2,1,3,1
1432,2,1,1,2,1,2,0,0,1,2,1
1433,1,1,2,3,1,3,1,2,1,3,1
1434,2,1,1,2,1,2,0,0,1,2,1
1435,3,0,0,0,0,0,1,1,0,0,1
1436,1,1,2,3,1,3,1,2,1,3,1
1437,3,0,0,0,0,0,1,1,0,0,1
1438,1,1,2,3,1,3,1,2,1,3,1
1439,1,1,2,3,1,3,1,2,1,3,1
1440,0,0,0,1,0,1,1,3,0,1,1
1441,1,1,2,3,1,3,1,2,1,3,1
1442,2,1,1,2,1,2,0,0,1,2,0
1443,0,0,0,1,0,1,1,3,0,1,1
1444,2,1,1,2,1,2,0,0,1,2,1
1445,0,0,0,1,0,1,1,3,0,1,0
1446,3,0,0,0,0,0,1,1,0,0,1
1447,0,0,0,1,0,1,1,3,0,1,0
1448,0,0,0,1,0,1,1,3,0,1,0
1449,1,1,2,3,1,3,1,2,1,3,0
1450,3,0,0,0,0,0,1,1,0,0,1
1451,1,1,2,3,1,3,1,2,1,3,1
1452,0,0,0,1,0,1,1,3,0,1,0
1453,0,0,0,1,0,1,1,3,0,1,0
1454,0,0,0,1,0,1,1,1,0,0,1
1455,2,1,1,2,1,2,0,0,1,2,1
1456,0,0,0,1,0,1,1,3,0,1,0
1457,3,0,0,0,0,0,1,1,0,0,0
1458,2,1,1,2,1,2,0,0,1,2,1
1459,3,0,0,0,0,0,1,1,0,0,0
1460,1,1,2,3,1,3,1,2,1,3,0
1461,3,0,0,0,0,0,1,1,0,0,0
1462,1,1,2,3,1,3,1,2,1,3,1
1463,1,1,2,3,1,3,1,2,1,3,0
1464,2,1,1,2,1,2,0,0,1,2,1
1465,1,1,2,3,1,3,1,2,1,3,0
1466,1,1,2,3,1,3,1,2,1,3,0
1467,2,1,1,2,1,2,0,0,1,2,1
1468,1,1,2,3,1,3,1,2,1,3,0
1469,1,1,2,3,1,3,1,2,1,3,1
1470,2,1,1,2,1,2,0,0,1,2,1
1471,1,1,2,3,1,3,1,2,1,3,1
1472,1,1,2,3,1,3,1,2,1,3,1
1473,1,1,2,3,1,3,1,2,1,3,1
1474,1,1,2,3,1,3,1,2,1,3,0
1475,1,1,2,3,1,3,1,2,1,3,0
1476,1,1,2,3,1,3,1,2,1,3,0
1477,1,1,2,3,1,3,1,2,1,3,0
1478,0,0,0,1,0,1,1,3,0,1,0
1479,3,0,0,0,0,0,1,1,0,0,0
1480,0,0,0,1,0,1,1,3,0,1,0
1481,2,1,1,2,1,2,0,0,1,2,0
1482,2,1,1,2,1,2,0,0,1,2,1
1483,3,0,0,0,0,0,1,1,0,0,0
1484,1,1,2,3,1,3,1,2,1,3,0
1485,0,0,0,1,0,1,1,3,0,1,1
1486,3,0,0,0,0,0,1,1,0,0,1
1487,1,1,2,3,1,3,1,2,1,3,0
1488,3,0,0,0,0,0,1,1,0,0,0
1489,1,1,2,3,1,3,1,2,1,3,1
1490,1,1,2,3,1,3,1,2,1,3,0
1491,2,1,1,2,1,2,0,0,1,2,0
1492,0,0,0,1,0,1,1,3,0,1,1
1493,3,0,0,0,0,0,1,1,0,0,0
1494,2,1,1,2,1,2,0,0,1,2,1
1495,2,1,1,2,1,2,0,0,1,2,1
1496,1,1,2,3,1,3,1,2,1,3,1
1497,1,1,2,3,1,3,1,2,1,3,1
1498,1,1,2,3,1,3,1,2,1,3,1
1499,3,0,0,0,0,0,1,1,0,0,1
1500,2,1,1,2,1,2,0,0,1,2,0
1501,3,0,0,0,0,0,1,1,0,0,1
1502,1,1,2,3,1,3,1,2,1,3,1
1503,2,1,1,2,1,2,0,0,1,2,1
1504,2,1,1,2,1,2,0,0,1,2,1
1505,1,1,2,3,1,3,1,2,1,3,1
1506,1,1,2,3,1,3,1,2,1,3,0
1507,1,1,2,3,1,3,1,2,1,3,1
1508,2,1,1,2,1,2,0,0,1,2,1
1509,3,0,0,0,0,0,1,1,0,0,1
1510,3,0,0,0,0,0,1,1,0,0,0
1511,0,0,0,1,0,1,1,3,0,1,0
1512,2,1,1,2,1,2,0,0,1,2,1
1513,0,0,0,1,0,1,1,3,0,1,0
1514,1,1,2,3,1,3,1,2,1,3,0
1515,1,1,2,3,1,3,1,2,1,3,1
1516,1,1,2,3,1,3,1,2,1,3,1
1517,3,0,0,0,0,0,1,1,0,0,0
1518,2,1,1,2,1,2,0,0,1,2,0
1519,2,1,1,2,1,2,0,0,1,2,0
1520,0,0,0,1,0,1,1,3,0,1,0
1521,3,0,0,0,0,0,1,1,0,0,1
1522,3,0,0,0,0,0,1,1,0,0,0
1523,3,0,0,0,0,0,1,1,0,0,0
1524,0,0,0,1,0,1,1,3,0,1,0
1525,1,1,2,3,1,3,1,2,1,3,1
1526,1,1,2,3,1,3,1,2,1,3,0
1527,1,1,2,3,1,3,1,2,1,3,1
1528,1,1,2,3,1,3,1,2,1,3,1
1529,3,0,0,0,0,0,1,1,0,0,0
1530,3,0,0,0,0,0,1,1,0,0,1
1531,3,0,0,0,0,0,1,1,0,0,0
1532,3,0,0,0,0,0,1,1,0,0,1
1533,3,0,0,0,0,0,1,1,0,0,1
1534,3,0,0,0,0,0,1,1,0,0,1
1535,1,1,2,3,1,3,1,2,1,3,1
1536,1,1,2,3,1,3,1,2,1,3,1
1537,2,1,1,2,1,2,0,0,1,2,0
1538,1,1,2,3,1,3,1,2,1,3,1
1539,1,1,2,3,1,3,1,2,1,3,0
1540,2,1,1,2,1,2,0,0,1,2,1
1541,1,1,2,3,1,3,1,2,1,3,1
1542,3,0,0,0,0,0,1,1,0,0,1
1543,1,1,2,3,1,3,1,2,1,3,1
1544,1,1,2,3,1,3,1,2,1,3,1
1545,3,0,0,0,0,0,1,1,0,0,0
1546,1,1,2,3,1,3,1,2,1,3,0
1547,0,0,0,1,0,1,1,3,0,1,1
1548,0,0,0,1,0,1,1,3,0,1,1
1549,1,1,2,3,1,3,1,2,1,3,1
1550,1,1,2,3,1,3,1,2,1,3,0
1551,2,1,1,2,1,2,0,0,1,2,0
1552,2,1,1,2,1,2,0,0,1,2,0
1553,2,1,1,2,1,2,0,0,1,2,1
1554,2,1,1,2,1,2,0,0,1,2,1
1555,2,1,1,2,1,2,0,0,1,2,1
1556,1,1,2,3,1,3,1,2,1,3,1
1557,1,1,2,3,1,3,1,2,1,3,0
1558,0,0,0,1,0,1,1,3,0,1,0
1559,0,0,0,1,0,1,1,3,0,1,1
1560,2,1,1,2,1,2,0,0,1,2,0
1561,1,1,2,3,1,3,1,2,1,3,0
1562,0,0,0,1,0,1,1,3,0,1,1
1563,1,1,2,3,1,3,1,2,1,3,0
1564,1,1,2,3,1,3,1,2,1,3,0
1565,1,1,2,3,1,3,1,2,1,3,1
1566,3,0,0,0,0,0,1,1,0,0,1
1567,1,1,2,3,1,3,1,2,1,3,1
1568,3,0,0,0,0,0,1,1,0,0,1
1569,2,1,1,2,1,2,0,0,1,2,0
1570,1,1,2,3,1,3,1,2,1,3,0
1571,3,0,0,0,0,0,1,1,0,0,0
1572,3,0,0,0,0,0,1,1,0,0,0
1573,1,1,2,3,1,3,1,2,1,3,0
1574,2,1,1,2,1,2,0,0,1,2,1
1575,2,1,1,2,1,2,0,0,1,2,1
1576,1,1,2,3,1,3,1,2,1,3,0
1577,3,0,0,0,0,0,1,1,0,0,0
1578,1,1,2,3,1,3,1,2,1,3,1
1579,2,1,1,2,1,2,0,0,1,2,1
1580,2,1,1,2,1,2,0,0,1,2,0
1581,2,1,1,2,1,2,0,0,1,2,1
1582,2,1,1,2,1,2,0,0,1,2,1
1583,3,0,0,0,0,0,1,1,0,0,1
1584,2,1,1,2,1,2,0,0,1,2,1
1585,2,1,1,2,1,2,0,0,1,2,1
1586,2,1,1,2,1,2,0,0,1,2,1
1587,3,0,0,0,0,0,1,1,0,0,0
1588,3,0,0,0,0,0,1,1,0,0,1
1589,3,0,0,0,0,0,1,1,0,0,1
1590,3,0,0,0,0,0,1,1,0,0,1
1591,2,1,1,2,1,2,0,0,1,2,0
1592,1,1,2,3,1,3,1,2,1,3,0
1593,1,1,2,3,1,3,1,2,1,3,1
1594,2,1,1,2,1,2,0,0,1,2,1
1595,2,1,1,2,1,2,0,0,1,2,1
1596,1,1,2,3,1,3,1,2,1,3,0
1597,1,1,2,3,1,3,1,2,1,3,0
1598,3,0,0,0,0,0,1,1,0,0,1
1599,3,0,0,0,0,0,1,1,0,0,1
1600,3,0,0,0,0,0,1,1,0,0,0
1601,2,1,1,2,1,2,0,0,1,2,0
1602,1,1,2,3,1,3,1,2,1,3,1
1603,1,1,2,3,1,3,1,2,1,3,0
1604,2,1,1,2,1,2,0,0,1,2,1
1605,1,1,2,3,1,3,1,2,1,3,1
1606,1,1,2,3,1,3,1,2,1,3,0
1607,1,1,2,3,1,3,1,2,1,3,0
1608,1,1,2,3,1,3,1,2,1,3,0
1609,0,0,0,1,0,1,1,3,0,1,0
1610,3,0,0,0,0,0,1,1,0,0,0
1611,1,1,2,3,1,3,1,2,1,3,1
1612,0,0,0,1,0,1,1,3,0,1,0
1613,1,1,2,3,1,3,1,2,1,3,0
1614,2,1,1,2,1,2,0,0,1,2,1
1615,1,1,2,3,1,3,1,2,1,3,0
1616,1,1,2,3,1,3,1,2,1,3,0
1617,3,0,0,0,0,0,1,1,0,0,0
1618,3,0,0,0,0,0,1,1,0,0,1
1619,3,0,0,0,0,0,1,1,0,0,1
1620,0,0,0,1,0,1,1,3,0,1,1
1621,1,1,2,3,1,3,1,2,1,3,0
1622,0,0,0,1,0,1,1,3,0,1,0
1623,1,1,2,3,1,3,1,2,1,3,1
1624,0,0,0,1,0,1,1,3,0,1,0
1625,3,0,0,0,0,0,1,1,0,0,1
1626,0,0,0,1,0,1,1,3,0,1,0
1627,3,0,0,0,0,0,1,1,0,0,1
1628,2,1,1,2,1,2,0,0,1,2,0
1629,2,1,1,2,1,2,0,0,1,2,1
1630,1,1,2,3,1,3,1,2,1,3,0
1631,1,1,2,3,1,3,1,2,1,3,1
1632,2,1,1,2,1,2,0,0,1,2,1
1633,2,1,1,2,1,2,0,0,1,2,1
1634,0,0,0,1,0,1,1,3,0,1,0
1635,2,1,1,2,1,2,0,0,1,2,1
1636,1,1,2,3,1,3,1,2,1,3,0
1637,0,0,0,1,0,1,1,3,0,1,0
1638,1,1,2,3,1,3,1,2,1,3,0
1639,1,1,2,3,1,3,1,2,1,3,1
1640,1,1,2,3,1,3,1,2,1,3,0
1641,3,0,0,0,0,0,1,1,0,0,1
1642,2,1,1,2,1,2,0,0,1,2,0
1643,2,1,1,2,1,2,0,0,1,2,1
1644,2,1,1,2,1,2,0,0,1,2,0
1645,3,0,0,0,0,0,1,1,0,0,1
1646,2,1,1,2,1,2,0,0,1,2,0
1647,3,0,0,0,0,0,1,1,0,0,0
1648,2,1,1,2,1,2,0,0,1,2,0
1649,2,1,1,2,1,2,0,0,1,2,1
1650,1,1,2,3,1,3,1,2,1,3,1
1651,2,1,1,2,1,2,0,0,1,2,1
1652,1,1,2,3,1,3,1,2,1,3,1
1653,1,1,2,3,1,3,1,2,1,3,1
1654,0,0,0,1,0,1,1,3,0,1,1
1655,2,1,1,2,1,2,0,0,1,2,0
1656,2,1,1,2,1,2,0,0,1,2,1
1657,3,0,0,0,0,0,1,1,0,0,0
1658,2,1,1,2,1,2,0,0,1,2,1
1659,2,1,1,2,1,2,0,0,1,2,0
1660,1,1,2,3,1,3,1,2,1,3,0
1661,2,1,1,2,1,2,0,0,1,2,1
1662,0,0,0,1,0,1,1,3,0,1,1
1663,1,1,2,3,1,3,1,2,1,3,1
1664,0,0,0,1,0,1,1,3,0,1,0
1665,3,0,0,0,0,0,1,1,0,0,0
1666,1,1,2,3,1,3,1,2,1,3,1
1667,2,1,1,2,1,2,0,0,1,2,1
1668,3,0,0,0,0,0,1,1,0,0,1
1669,2,1,1,2,1,2,0,0,1,2,0
1670,2,1,1,2,1,2,0,0,1,2,0
1671,0,0,0,1,0,1,1,3,0,1,1
1672,1,1,2,3,1,3,1,2,1,3,1
1673,2,1,1,2,1,2,0,0,1,2,1
1674,1,1,2,3,1,3,1,2,1,3,0
1675,1,1,2,3,1,3,1,2,1,3,1
1676,1,1,2,3,1,3,1,2,1,3,0
1677,2,1,1,2,1,2,0,0,1,2,1
1678,1,1,2,3,1,3,1,2,1,3,1
1679,2,1,1,2,1,2,0,0,1,2,0
1680,2,1,1,2,1,2,0,0,1,2,1
1681,0,0,0,1,0,1,1,3,0,1,1
1682,1,1,2,3,1,3,1,2,1,3,1
1683,2,1,1,2,1,2,0,0,1,2,1
1684,1,1,2,3,1,3,1,2,1,3,1
1685,2,1,1,2,1,2,0,0,1,2,1
1686,3,0,0,0,0,0,1,1,0,0,0
1687,2,1,1,2,1,2,0,0,1,2,0
1688,3,0,0,0,0,0,1,1,0,0,0
1689,1,1,2,3,1,3,1,2,1,3,0
1690,2,1,1,2,1,2,0,0,1,2,1
1691,0,0,0,1,0,1,1,3,0,1,1
1692,2,1,1,2,1,2,0,0,1,2,1
1693,1,1,2,3,1,3,1,2,1,3,1
1694,3,0,0,0,0,0,1,1,0,0,0
1695,3,0,0,0,0,0,1,1,0,0,1
1696,1,1,2,3,1,3,1,2,1,3,0
1697,3,0,0,0,0,0,1,1,0,0,0
1698,2,1,1,2,1,2,0,0,1,2,0
1699,0,0,0,1,0,1,1,3,0,1,0
1700,2,1,1,2,1,2,0,0,1,2,0
